Dicofre,Freguesia,Concelho,Distrito,TAA,AREA_EA_Ha,AREA_T_Ha,Des_Simpli
"141405",Fráguas,RIO MAIOR,SANTARÉM,ÁREA PRINCIPAL,1612.18,1612.18,Fráguas
"121413",União das freguesias de Ribeira de Nisa e Carreiras,PORTALEGRE,PORTALEGRE,ÁREA PRINCIPAL,5042.53,5042.53,Ribeira de Nisa e Carreiras
"141630",União das freguesias de Azoia de Cima e Tremês,SANTARÉM,SANTARÉM,ÁREA PRINCIPAL,3329.09,3329.09,Azoia de Cima e Tremês
"141201",Azinhaga,GOLEGÃ,SANTARÉM,ÁREA PRINCIPAL,3821.38,3821.38,Azinhaga
"100615",Vidais,CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,2148.50,2148.50,Vidais
"101202",Amoreira,ÓBIDOS,LEIRIA,ÁREA PRINCIPAL,1990.66,1990.66,Amoreira
"121004",São Salvador da Aramenha,MARVÃO,PORTALEGRE,ÁREA PRINCIPAL,5079.56,5079.56,São Salvador da Aramenha
"140104",Bemposta,ABRANTES,SANTARÉM,ÁREA PRINCIPAL,18745.35,18745.35,Bemposta
"101210","Santa Maria, São Pedro e Sobral da Lagoa",ÓBIDOS,LEIRIA,ÁREA PRINCIPAL,3659.07,3659.07,"Santa Maria, São Pedro e Sobral da Lagoa"
"141614",Pernes,SANTARÉM,SANTARÉM,ÁREA PRINCIPAL,1405.96,1405.96,Pernes
"141608",Arneiro das Milhariças,SANTARÉM,SANTARÉM,ÁREA PRINCIPAL,1202.17,1202.17,Arneiro das Milhariças
"141628",Gançaria,SANTARÉM,SANTARÉM,ÁREA PRINCIPAL,558.91,558.91,Gançaria
"140708",União das freguesias da Chamusca e Pinheiro Grande,CHAMUSCA,SANTARÉM,ÁREA PRINCIPAL,6709.99,6709.99,Chamusca e Pinheiro Grande
"100602",Alvorninha,CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,3760.14,3760.14,Alvorninha
"120905",Margem,GAVIÃO,PORTALEGRE,ÁREA PRINCIPAL,5685.29,5685.29,Margem
"121002",Santa Maria de Marvão,MARVÃO,PORTALEGRE,ÁREA PRINCIPAL,2335.23,2335.23,Santa Maria de Marvão
"140123",União das freguesias de São Facundo e Vale das Mós,ABRANTES,SANTARÉM,ÁREA PRINCIPAL,10491.24,10491.24,São Facundo e Vale de Mós
"141631",União das freguesias de Casével e Vaqueiros,SANTARÉM,SANTARÉM,ÁREA PRINCIPAL,3678.20,3678.20,Casével e Vaqueiros
"101207",Vau,ÓBIDOS,LEIRIA,ÁREA PRINCIPAL,3189.20,3189.20,Vau
"120604",Gáfete,CRATO,PORTALEGRE,ÁREA PRINCIPAL,4614.77,4614.77,Gáfete
"100608",Nadadouro,CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,1060.08,1060.08,Nadadouro
"121210",Tolosa,NISA,PORTALEGRE,ÁREA PRINCIPAL,2352.81,2352.81,Tolosa
"100105",Benedita,ALCOBAÇA,LEIRIA,ÁREA PRINCIPAL,2917.55,2917.55,Benedita
"100617","União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,3168.87,3168.87,"Nossa Senhora do Pópulo, Coto e São Gregório"
"120903",Comenda,GAVIÃO,PORTALEGRE,ÁREA PRINCIPAL,9002.16,9002.16,Comenda
"121201",Alpalhão,NISA,PORTALEGRE,ÁREA PRINCIPAL,3423.38,3423.38,Alpalhão
"140124",União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo,ABRANTES,SANTARÉM,ÁREA PRINCIPAL,5894.41,5894.41,São Miguel do Rio Torto e Rossio ao Sul do Tejo
"100606",Foz do Arelho,CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,962.39,962.39,Foz do Arelho
"141202",Golegã,GOLEGÃ,SANTARÉM,ÁREA PRINCIPAL,3840.34,3840.34,Golegã
"141607",Amiais de Baixo,SANTARÉM,SANTARÉM,ÁREA PRINCIPAL,630.24,630.24,Amiais de Baixo
"140707",Carregueira,CHAMUSCA,SANTARÉM,ÁREA PRINCIPAL,9864.49,9864.49,Carregueira
"141910",Riachos,TORRES NOVAS,SANTARÉM,ÁREA PRINCIPAL,1457.08,1457.08,Riachos
"121003",Santo António das Areias,MARVÃO,PORTALEGRE,ÁREA PRINCIPAL,3599.13,3599.13,Santo António das Areias
"141401",Alcobertas,RIO MAIOR,SANTARÉM,ÁREA PRINCIPAL,3203.01,3203.01,Alcobertas
"141918","União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel",TORRES NOVAS,SANTARÉM,ÁREA PRINCIPAL,4207.43,4207.43,"Brogueira, Parceiros de Igreja e Alcorochel"
"140803",Santa Margarida da Coutada,CONSTÂNCIA,SANTARÉM,ÁREA PRINCIPAL,5871.99,5871.99,Santa Margarida da Coutada
"100609",Salir de Matos,CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,2459.32,2459.32,Salir de Matos
"100604",Carvalhal Benfeito,CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,1394.90,1394.90,Carvalhal Benfeito
"140115",Tramagal,ABRANTES,SANTARÉM,ÁREA PRINCIPAL,2410.06,2410.06,Tramagal
"142003",Tancos,VILA NOVA DA BARQUINHA,SANTARÉM,ÁREA PRINCIPAL,204.35,204.35,Tancos
"100611",Santa Catarina,CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,1997.86,1997.86,Santa Catarina
"140202",Bugalhos,ALCANENA,SANTARÉM,ÁREA PRINCIPAL,1645.82,1645.82,Bugalhos
"140122",União das freguesias de Alvega e Concavada,ABRANTES,SANTARÉM,ÁREA PRINCIPAL,7584.96,7584.96,Alvega e Concavada
"141602",Abrã,SANTARÉM,SANTARÉM,ÁREA PRINCIPAL,2243.88,2243.88,Abrã
"140212","União das freguesias de Malhou, Louriceira e Espinheiro",ALCANENA,SANTARÉM,ÁREA PRINCIPAL,3445.92,3445.92,"Malhou, Louriceira e Espinheiro"
"140107",Pego,ABRANTES,SANTARÉM,ÁREA PRINCIPAL,3604.69,3604.69,Pego
"141604",Alcanede,SANTARÉM,SANTARÉM,ÁREA PRINCIPAL,10582.99,10582.99,Alcanede
"142006",Vila Nova da Barquinha,VILA NOVA DA BARQUINHA,SANTARÉM,ÁREA PRINCIPAL,1283.24,1283.24,Vila Nova da Barquinha
"140211",União das freguesias de Alcanena e Vila Moreira,ALCANENA,SANTARÉM,ÁREA PRINCIPAL,1543.12,1543.12,Alcanena e Vila Moreira
"141917",Meia Via,TORRES NOVAS,SANTARÉM,ÁREA PRINCIPAL,409.03,409.03,Meia Via
"141001",São João Baptista,ENTRONCAMENTO,SANTARÉM,ÁREA PRINCIPAL,456.05,456.05,São João Baptista
"141002",Nossa Senhora de Fátima,ENTRONCAMENTO,SANTARÉM,ÁREA PRINCIPAL,916.76,916.76,Nossa Senhora de Fátima
"120906",União das freguesias de Gavião e Atalaia,GAVIÃO,PORTALEGRE,ÁREA PRINCIPAL,7788.11,7788.11,Gavião e Atalaia
"120504",São João Baptista,CASTELO DE VIDE,PORTALEGRE,ÁREA PRINCIPAL,7619.89,7619.89,São João Baptista
"121001",Beirã,MARVÃO,PORTALEGRE,ÁREA PRINCIPAL,4475.98,4475.98,Beirã
"100114",Turquel,ALCOBAÇA,LEIRIA,ÁREA PRINCIPAL,4056.73,4056.73,Turquel
"100618",União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro,CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,2750.93,2750.93,Caldas da Rainha - Santo Onofre e Serra do Bouro
"140801",Constância,CONSTÂNCIA,SANTARÉM,ÁREA PRINCIPAL,883.15,883.15,Constância
"141916",Zibreira,TORRES NOVAS,SANTARÉM,ÁREA PRINCIPAL,1050.52,1050.52,Zibreira
"140802",Montalvo,CONSTÂNCIA,SANTARÉM,ÁREA PRINCIPAL,1281.44,1281.44,Montalvo
"140208",Monsanto,ALCANENA,SANTARÉM,ÁREA PRINCIPAL,1846.34,1846.34,Monsanto
"100116",Vimeiro,ALCOBAÇA,LEIRIA,ÁREA PRINCIPAL,2016.57,2016.57,Vimeiro
"140207",Moitas Venda,ALCANENA,SANTARÉM,ÁREA PRINCIPAL,675.15,675.15,Moitas Venda
"120503",Santiago Maior,CASTELO DE VIDE,PORTALEGRE,ÁREA PRINCIPAL,5883.38,5883.38,Santiago Maior
"141307",Ortiga,MAÇÃO,SANTARÉM,ÁREA PRINCIPAL,1636.86,1636.86,Ortiga
"142001",Atalaia,VILA NOVA DA BARQUINHA,SANTARÉM,ÁREA PRINCIPAL,1439.60,1439.60,Atalaia
"100619",União das freguesias de Tornada e Salir do Porto,CALDAS DA RAINHA,LEIRIA,ÁREA PRINCIPAL,2952.75,2952.75,Tornada e Salir do Porto
"120502",Santa Maria da Devesa,CASTELO DE VIDE,PORTALEGRE,ÁREA PRINCIPAL,5633.40,5633.40,Santa Maria da Devesa
"142002",Praia do Ribatejo,VILA NOVA DA BARQUINHA,SANTARÉM,ÁREA PRINCIPAL,2025.78,2025.78,Praia do Ribatejo
"100102",Alfeizerão,ALCOBAÇA,LEIRIA,ÁREA PRINCIPAL,2798.68,2798.68,Alfeizerão
"141921","União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca",TORRES NOVAS,SANTARÉM,ÁREA PRINCIPAL,2199.27,2199.27,"Torres Novas (São Pedro), Lapas e Ribeira Branca"
"141704",Valhascos,SARDOAL,SANTARÉM,ÁREA PRINCIPAL,836.79,836.79,Valhascos
"140108",Rio de Moinhos,ABRANTES,SANTARÉM,ÁREA PRINCIPAL,2003.10,2003.10,Rio de Moinhos
"101101",Famalicão,NAZARÉ,LEIRIA,ÁREA PRINCIPAL,2171.50,2171.50,Famalicão
"101615",União das freguesias de Alvados e Alcaria,PORTO DE MÓS,LEIRIA,ÁREA PRINCIPAL,3330.61,3330.61,Alvados e Alcaria
"121208",São Matias,NISA,PORTALEGRE,ÁREA PRINCIPAL,5466.33,5466.33,São Matias
"100109",Maiorga,ALCOBAÇA,LEIRIA,ÁREA PRINCIPAL,1003.81,1003.81,Maiorga
"141904",Chancelaria,TORRES NOVAS,SANTARÉM,ÁREA PRINCIPAL,3537.10,3537.10,Chancelaria
"141701",Alcaravela,SARDOAL,SANTARÉM,ÁREA PRINCIPAL,3677.44,3677.44,Alcaravela
"101609",Pedreiras,PORTO DE MÓS,LEIRIA,ÁREA PRINCIPAL,1322.31,1322.31,Pedreiras
"101614",Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS,LEIRIA,ÁREA SECUNDÁRIA,0.43,2818.98,Porto de Mós - São João Baptista e São Pedro
"101103",Valado dos Frades,NAZARÉ,LEIRIA,ÁREA PRINCIPAL,1851.47,1851.47,Valado dos Frades
"141702",Santiago de Montalegre,SARDOAL,SANTARÉM,ÁREA PRINCIPAL,1699.61,1699.61,Santiago de Montalegre
"141821",União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais,TOMAR,SANTARÉM,ÁREA PRINCIPAL,3038.09,3038.09,São João Baptista e Santa Maria dos Olivais
"101602",Alqueidão da Serra,PORTO DE MÓS,LEIRIA,ÁREA PRINCIPAL,2210.31,2210.31,Alqueidão da Serra
"141820",União das freguesias de Serra e Junceira,TOMAR,SANTARÉM,ÁREA PRINCIPAL,4656.66,4656.66,Serra e Junceira
"140119",Carvalhal,ABRANTES,SANTARÉM,ÁREA PRINCIPAL,1754.21,1754.21,Carvalhal
"141309","União das freguesias de Mação, Penhascoso e Aboboreira",MAÇÃO,SANTARÉM,ÁREA PRINCIPAL,13411.04,13411.04,"Mação, Penhascoso e Aboboreira"
"141902",Assentiz,TORRES NOVAS,SANTARÉM,ÁREA PRINCIPAL,3282.25,3282.25,Assentiz
"141305",Envendos,MAÇÃO,SANTARÉM,ÁREA PRINCIPAL,9204.84,9204.84,Envendos
"101614",Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS,LEIRIA,ÁREA PRINCIPAL,2818.55,2818.98,Porto de Mós - São João Baptista e São Pedro
"101606",Juncal,PORTO DE MÓS,LEIRIA,ÁREA PRINCIPAL,2663.56,2663.56,Juncal
"140118",Fontes,ABRANTES,SANTARÉM,ÁREA PRINCIPAL,2848.52,2848.52,Fontes
"121207",Santana,NISA,PORTALEGRE,ÁREA PRINCIPAL,2719.37,2719.37,Santana
"141804",Carregueiros,TOMAR,SANTARÉM,ÁREA PRINCIPAL,1235.08,1235.08,Carregueiros
"141819",União das freguesias de Madalena e Beselga,TOMAR,SANTARÉM,ÁREA PRINCIPAL,4443.79,4443.79,Madalena e Beselga
"121212","União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão",NISA,PORTALEGRE,ÁREA PRINCIPAL,15366.35,15366.35,"Espírito Santo, Nossa Senhora da Graça e São Simão"
"101102",Nazaré,NAZARÉ,LEIRIA,ÁREA PRINCIPAL,4220.46,4220.46,Nazaré
"142106",Fátima,OURÉM,SANTARÉM,ÁREA PRINCIPAL,7183.86,7183.86,Fátima
"101605",Calvaria de Cima,PORTO DE MÓS,LEIRIA,ÁREA PRINCIPAL,1071.54,1071.54,Calvaria de Cima
"100122","União das freguesias de Coz, Alpedriz e Montes",ALCOBAÇA,LEIRIA,ÁREA PRINCIPAL,3747.44,3747.44,"Coz, Alpedriz e Montes"
"142101",Alburitel,OURÉM,SANTARÉM,ÁREA PRINCIPAL,1119.42,1119.42,Alburitel
"121205",Montalvão,NISA,PORTALEGRE,ÁREA PRINCIPAL,12416.90,12416.90,Montalvão
"142111",Nossa Senhora das Misericórdias,OURÉM,SANTARÉM,ÁREA PRINCIPAL,4067.33,4067.33,Nossa Senhora das Misericórdias
"141304",Carvoeiro,MAÇÃO,SANTARÉM,ÁREA PRINCIPAL,4891.52,4891.52,Carvoeiro
"100403",São Mamede,BATALHA,LEIRIA,ÁREA PRINCIPAL,4177.16,4177.16,São Mamede
"141302",Amêndoa,MAÇÃO,SANTARÉM,ÁREA PRINCIPAL,3760.98,3760.98,Amêndoa
"142102",Atouguia,OURÉM,SANTARÉM,ÁREA PRINCIPAL,1961.28,1961.28,Atouguia
"141808",Olalhas,TOMAR,SANTARÉM,ÁREA PRINCIPAL,3471.79,3471.79,Olalhas
"100402",Reguengo do Fetal,BATALHA,LEIRIA,ÁREA PRINCIPAL,2816.55,2816.55,Reguengo do Fetal
"100401",Batalha,BATALHA,LEIRIA,ÁREA PRINCIPAL,2841.64,2841.64,Batalha
"141817",União das freguesias de Além da Ribeira e Pedreira,TOMAR,SANTARÉM,ÁREA PRINCIPAL,2450.21,2450.21,Além da Ribeira e Pedreira
"100404",Golpilheira,BATALHA,LEIRIA,ÁREA PRINCIPAL,506.25,506.25,Golpilheira
"141818",União das freguesias de Casais e Alviobeira,TOMAR,SANTARÉM,ÁREA PRINCIPAL,3595.90,3595.90,Casais e Alviobeira
"142115",Nossa Senhora da Piedade,OURÉM,SANTARÉM,ÁREA PRINCIPAL,2042.32,2042.32,Nossa Senhora da Piedade
"050805",São Pedro do Esteval,PROENÇA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,6849.90,6849.90,São Pedro do Esteval
"141814",Sabacheira,TOMAR,SANTARÉM,ÁREA PRINCIPAL,3425.50,3425.50,Sabacheira
"142113",Seiça,OURÉM,SANTARÉM,ÁREA PRINCIPAL,2487.94,2487.94,Seiça
"141107",Igreja Nova do Sobral,FERREIRA DO ZÊZERE,SANTARÉM,ÁREA PRINCIPAL,1452.40,1452.40,Igreja Nova do Sobral
"051101",Fratel,VILA VELHA DE RÓDÃO,CASTELO BRANCO,ÁREA PRINCIPAL,9784.38,9784.38,Fratel
"100938",União das freguesias de Santa Catarina da Serra e Chainça,LEIRIA,LEIRIA,ÁREA PRINCIPAL,4119.66,4119.66,Santa Catarina da Serra e Chainça
"141106",Ferreira do Zêzere,FERREIRA DO ZÊZERE,SANTARÉM,ÁREA PRINCIPAL,3793.24,3793.24,Ferreira do Zêzere
"100902",Arrabal,LEIRIA,LEIRIA,ÁREA PRINCIPAL,2008.50,2008.50,Arrabal
"101003",Moita,MARINHA GRANDE,LEIRIA,ÁREA PRINCIPAL,840.84,840.84,Moita
"051002",São João do Peso,VILA DE REI,CASTELO BRANCO,ÁREA PRINCIPAL,1305.07,1305.07,São João do Peso
"141103",Beco,FERREIRA DO ZÊZERE,SANTARÉM,ÁREA PRINCIPAL,1621.34,1621.34,Beco
"050802",Montes da Senhora,PROENÇA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,3673.04,3673.04,Montes da Senhora
"050512",Rosmaninhal,IDANHA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,26658.78,26658.78,Rosmaninhal
"100205",Pelmá,ALVAIÁZERE,LEIRIA,ÁREA PRINCIPAL,3039.49,3039.49,Pelmá
"100921",Regueira de Pontes,LEIRIA,LEIRIA,ÁREA PRINCIPAL,1154.65,1154.65,Regueira de Pontes
"050807",União das freguesias de Proença-a-Nova e Peral,PROENÇA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,17151.37,17151.37,Proença-a-Nova e Peral
"100901",Amor,LEIRIA,LEIRIA,ÁREA PRINCIPAL,2348.41,2348.41,Amor
"050914",Várzea dos Cavaleiros,SERTÃ,CASTELO BRANCO,ÁREA PRINCIPAL,3450.64,3450.64,Várzea dos Cavaleiros
"100915",Milagres,LEIRIA,LEIRIA,ÁREA PRINCIPAL,1735.45,1735.45,Milagres
"050221",Santo André das Tojeiras,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,7487.41,7487.41,Santo André das Tojeiras
"050214",Malpica do Tejo,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,24602.22,24602.22,Malpica do Tejo
"142119","União das freguesias de Freixianda, Ribeira do Fárrio e Formigais",OURÉM,SANTARÉM,ÁREA PRINCIPAL,6422.57,6422.57,"Freixianda, Ribeira do Farrio e Formigais"
"050205",Castelo Branco,CASTELO BRANCO,CASTELO BRANCO,ÁREA SECUNDÁRIA,40.49,17026.24,Castelo Branco
"100932",União das freguesias de Colmeias e Memória,LEIRIA,LEIRIA,ÁREA PRINCIPAL,4656.74,4656.74,Colmeias e Memória
"100209",Pussos São Pedro,ALVAIÁZERE,LEIRIA,ÁREA PRINCIPAL,4118.28,4118.28,Pussos São Pedro
"101001",Marinha Grande,MARINHA GRANDE,LEIRIA,ÁREA PRINCIPAL,13583.45,13583.45,Marinha Grande
"050901",Cabeçudo,SERTÃ,CASTELO BRANCO,ÁREA PRINCIPAL,1039.38,1039.38,Cabeçudo
"050917",União das freguesias de Ermida e Figueiredo,SERTÃ,CASTELO BRANCO,ÁREA PRINCIPAL,4274.22,4274.22,Ermida e Figueiredo
"050915","União das freguesias de Cernache do Bonjardim, Nesperal e Palhais",SERTÃ,CASTELO BRANCO,ÁREA PRINCIPAL,10158.68,10158.68,"Cernache do Bonjardim, Nesperal e Palhais"
"050203",Benquerenças,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,6103.14,6103.14,Benquerenças
"101515",Meirinhas,POMBAL,LEIRIA,ÁREA PRINCIPAL,888.78,888.78,Meirinhas
"100208",Alvaiázere,ALVAIÁZERE,LEIRIA,ÁREA PRINCIPAL,3851.69,3851.69,Alvaiázere
"100802",Arega,FIGUEIRÓ DOS VINHOS,LEIRIA,ÁREA PRINCIPAL,2864.10,2864.10,Arega
"100201",Almoster,ALVAIÁZERE,LEIRIA,ÁREA PRINCIPAL,2584.04,2584.04,Almoster
"050808",União das freguesias de Sobreira Formosa e Alvito da Beira,PROENÇA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,11865.65,11865.65,Sobreira Formosa e Alvito da Beira
"050912",Sertã,SERTÃ,CASTELO BRANCO,ÁREA PRINCIPAL,8094.75,8094.75,Sertã
"100940",União das freguesias de Souto de Carpalhosa e Ortigosa,LEIRIA,LEIRIA,ÁREA PRINCIPAL,4221.31,4221.31,Souto de Carpalhosa e Ortigosa
"100926",Bidoeira de Cima,LEIRIA,LEIRIA,ÁREA PRINCIPAL,1561.44,1561.44,Bidoeira de Cima
"050605",Isna,OLEIROS,CASTELO BRANCO,ÁREA PRINCIPAL,2794.10,2794.10,Isna
"101519",União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze,POMBAL,LEIRIA,ÁREA PRINCIPAL,7088.46,7088.46,Santiago e S. Simão de Litém e Albergaria dos Doze
"050903",Castelo,SERTÃ,CASTELO BRANCO,ÁREA PRINCIPAL,2457.43,2457.43,Castelo
"100935",União das freguesias de Monte Real e Carvide,LEIRIA,LEIRIA,ÁREA PRINCIPAL,2603.13,2603.13,Monte Real e Carvide
"050505",Ladoeiro,IDANHA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,6328.46,6328.46,Ladoeiro
"050902",Carvalhal,SERTÃ,CASTELO BRANCO,ÁREA PRINCIPAL,1002.02,1002.02,Carvalhal
"101513",Vermoil,POMBAL,LEIRIA,ÁREA PRINCIPAL,2280.25,2280.25,Vermoil
"101002",Vieira de Leiria,MARINHA GRANDE,LEIRIA,ÁREA PRINCIPAL,4300.90,4300.90,Vieira de Leiria
"100204",Maçãs de Dona Maria,ALVAIÁZERE,LEIRIA,ÁREA PRINCIPAL,2454.26,2454.26,Maçãs de Dona Maria
"100306",Pousaflores,ANSIÃO,LEIRIA,ÁREA PRINCIPAL,2527.46,2527.46,Pousaflores
"101504",Carnide,POMBAL,LEIRIA,ÁREA PRINCIPAL,2231.26,2231.26,Carnide
"050913",Troviscal,SERTÃ,CASTELO BRANCO,ÁREA PRINCIPAL,5337.07,5337.07,Troviscal
"050220",Salgueiro do Campo,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,3033.86,3033.86,Salgueiro do Campo
"050205",Castelo Branco,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,16985.76,17026.24,Castelo Branco
"100925",Bajouca,LEIRIA,LEIRIA,ÁREA PRINCIPAL,1227.34,1227.34,Bajouca
"050607",Mosteiro,OLEIROS,CASTELO BRANCO,ÁREA PRINCIPAL,1769.54,1769.54,Mosteiro
"050521",União das freguesias de Zebreira e Segura,IDANHA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,17739.38,17739.38,Zebreira e Segura
"050227",União das freguesias de Escalos de Baixo e Mata,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,7007.65,7007.65,Escalos de Baixo e Mata
"100304",Chão de Couce,ANSIÃO,LEIRIA,ÁREA PRINCIPAL,2379.49,2379.49,Chão de Couce
"101501",Abiul,POMBAL,LEIRIA,ÁREA PRINCIPAL,5414.45,5414.45,Abiul
"101514",Vila Cã,POMBAL,LEIRIA,ÁREA PRINCIPAL,3156.92,3156.92,Vila Cã
"101301",Graça,PEDRÓGÃO GRANDE,LEIRIA,ÁREA PRINCIPAL,3143.68,3143.68,Graça
"100936",União das freguesias de Monte Redondo e Carreira,LEIRIA,LEIRIA,ÁREA PRINCIPAL,5091.12,5091.12,Monte Redondo e Carreira
"050911",Pedrógão Pequeno,SERTÃ,CASTELO BRANCO,ÁREA PRINCIPAL,3685.69,3685.69,Pedrógão Pequeno
"100303",Avelar,ANSIÃO,LEIRIA,ÁREA PRINCIPAL,849.58,849.58,Avelar
"100806",União das freguesias de Figueiró dos Vinhos e Bairradas,FIGUEIRÓ DOS VINHOS,LEIRIA,ÁREA PRINCIPAL,5349.07,5349.07,Figueiró dos Vinhos e Bairradas
"050229",União das freguesias de Freixial e Juncal do Campo,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,4066.76,4066.76,Freixial e Juncal do Campo
"050201",Alcains,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,3694.47,3694.47,Alcains
"101303",Vila Facaia,PEDRÓGÃO GRANDE,LEIRIA,ÁREA PRINCIPAL,1705.80,1705.80,Vila Facaia
"050223",Sarzedas,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,17204.90,17204.90,Sarzedas
"100909",Coimbrão,LEIRIA,LEIRIA,ÁREA PRINCIPAL,5219.38,5219.38,Coimbrão
"050606",Madeirã,OLEIROS,CASTELO BRANCO,ÁREA PRINCIPAL,2687.43,2687.43,Madeirã
"100307",Santiago da Guarda,ANSIÃO,LEIRIA,ÁREA PRINCIPAL,4123.38,4123.38,Santiago da Guarda
"050516",Toulões,IDANHA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,3672.79,3672.79,Toulões
"101509",Pombal,POMBAL,LEIRIA,ÁREA PRINCIPAL,9397.59,9397.59,Pombal
"050225",Tinalhas,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,1619.49,1619.49,Tinalhas
"100309",Ansião,ANSIÃO,LEIRIA,ÁREA PRINCIPAL,3825.00,3825.00,Ansião
"101518","União das freguesias de Guia, Ilha e Mata Mourisca",POMBAL,LEIRIA,ÁREA PRINCIPAL,8037.05,8037.05,"Guia, Ilha e Mata Mourisca"
"050611",Sobral,OLEIROS,CASTELO BRANCO,ÁREA PRINCIPAL,1916.39,1916.39,Sobral
"050228",União das freguesias de Escalos de Cima e Lousa,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,5123.55,5123.55,Escalos de Cima e Lousa
"061401",Cumeeira,PENELA,COIMBRA,ÁREA PRINCIPAL,2129.44,2129.44,Cumeeira
"100801",Aguda,FIGUEIRÓ DOS VINHOS,LEIRIA,ÁREA PRINCIPAL,3966.77,3966.77,Aguda
"050231",União das freguesias de Póvoa de Rio de Moinhos e Cafede,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,4107.25,4107.25,Póvoa de Rio de Moinhos e Cafede
"101508",Pelariga,POMBAL,LEIRIA,ÁREA PRINCIPAL,2634.58,2634.58,Pelariga
"050518",União das freguesias de Idanha-a-Nova e Alcafozes,IDANHA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,28478.19,28478.19,Idanha-a-Nova e Alcafozes
"050601",Álvaro,OLEIROS,CASTELO BRANCO,ÁREA PRINCIPAL,2940.84,2940.84,Álvaro
"050509",Oledo,IDANHA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,2766.52,2766.52,Oledo
"050610",Sarnadas de São Simão,OLEIROS,CASTELO BRANCO,ÁREA PRINCIPAL,3100.33,3100.33,Sarnadas de São Simão
"061513",União das freguesias de Degracias e Pombalinho,SOURE,COIMBRA,ÁREA SECUNDÁRIA,31.97,3947.39,Degracias e Pombalinho
"050613",Estreito-Vilar Barroco,OLEIROS,CASTELO BRANCO,ÁREA PRINCIPAL,9351.29,9351.29,Estreito-Vilar Barroco
"050230",União das freguesias de Ninho do Açor e Sobral do Campo,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,4296.92,4296.92,Ninho do Açor e Sobral do Campo
"050519",União das freguesias de Monfortinho e Salvaterra do Extremo,IDANHA-A-NOVA,CASTELO BRANCO,ÁREA PRINCIPAL,13538.70,13538.70,Monfortinho e Salvaterra do Extremo
"050211",Lardosa,CASTELO BRANCO,CASTELO BRANCO,ÁREA PRINCIPAL,4447.14,4447.14,Lardosa
"100301",Alvorge,ANSIÃO,LEIRIA,ÁREA PRINCIPAL,3904.52,3904.52,Alvorge
"061212",Portela do Fojo-Machio,PAMPILHOSA DA SERRA,COIMBRA,ÁREA PRINCIPAL,5279.50,5279.50,Portela do Fojo-Machio
"050614",Oleiros-Amieira,OLEIROS,CASTELO BRANCO,ÁREA PRINCIPAL,14364.42,14364.42,Oleiros-Amieira
"101510",Redinha,POMBAL,LEIRIA,ÁREA PRINCIPAL,4138.51,4138.51,Redinha
