Dicofre,Freguesia,Concelho,Distrito,TAA,AREA_EA_Ha,AREA_T_Ha,Des_Simpli
"030886",União das freguesias de Sande São Lourenço e Balazar,GUIMARÃES,BRAGA,ÁREA PRINCIPAL,645.78,645.78,Sande São Lourenço e Balazar
"030619",União das freguesias de Fonte Boa e Rio Tinto,ESPOSENDE,BRAGA,ÁREA PRINCIPAL,1037.88,1037.88,Fonte Boa e Rio Tinto
"030220",Carvalhal,BARCELOS,BRAGA,ÁREA PRINCIPAL,257.98,257.98,Carvalhal
"030313",Esporões,BRAGA,BRAGA,ÁREA PRINCIPAL,474.07,474.07,Esporões
"030208",Alvelos,BARCELOS,BRAGA,ÁREA PRINCIPAL,338.17,338.17,Alvelos
"040712",Cedães,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,2543.96,2543.96,Cedães
0302FD,União das freguesias de Sequeade e Bastuço (São João e Santo Estevão),BARCELOS,BRAGA,ÁREA PRINCIPAL,633.98,633.98,Sequeade e Bastuço (São João e Santo Estevão)
"030413",Pedraça,CABECEIRAS DE BASTO,BRAGA,ÁREA PRINCIPAL,1216.82,1216.82,Pedraça
"030381",União das freguesias de Vilaça e Fradelos,BRAGA,BRAGA,ÁREA PRINCIPAL,279.62,279.62,Vilaça e Fradelos
"040530",Talhas,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,4380.03,4380.03,Talhas
"040515",Grijó,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,890.59,890.59,Grijó
"030356",Tadim,BRAGA,BRAGA,ÁREA PRINCIPAL,268.04,268.04,Tadim
"030205",Airó,BARCELOS,BRAGA,ÁREA PRINCIPAL,302.34,302.34,Airó
"030237",Gilmonde,BARCELOS,BRAGA,ÁREA PRINCIPAL,557.77,557.77,Gilmonde
"030299",União das freguesias de Gamil e Midões,BARCELOS,BRAGA,ÁREA PRINCIPAL,583.55,583.55,Gamil e Midões
"030234",Fornelos,BARCELOS,BRAGA,ÁREA PRINCIPAL,429.18,429.18,Fornelos
"040729",Suçães,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,3620.50,3620.50,Suçães
"030283",Várzea,BARCELOS,BRAGA,ÁREA PRINCIPAL,295.21,295.21,Várzea
"040523",Olmos,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,1870.31,1870.31,Olmos
"030213",Barcelinhos,BARCELOS,BRAGA,ÁREA PRINCIPAL,275.70,275.70,Barcelinhos
"171312",Tresminas,VILA POUCA DE AGUIAR,VILA REAL,ÁREA PRINCIPAL,5592.31,5592.31,Tresminas
"040604",Duas Igrejas,MIRANDA DO DOURO,BRAGANÇA,ÁREA PRINCIPAL,4989.57,4989.57,Duas Igrejas
"171314",Vila Pouca de Aguiar,VILA POUCA DE AGUIAR,VILA REAL,ÁREA PRINCIPAL,2290.62,2290.62,Vila Pouca de Aguiar
"170704",Jou,MURÇA,VILA REAL,ÁREA PRINCIPAL,3729.14,3729.14,Jou
"030610",Gemeses,ESPOSENDE,BRAGA,ÁREA PRINCIPAL,556.86,556.86,Gemeses
"030367","União das freguesias de Celeirós, Aveleda e Vimieiro",BRAGA,BRAGA,ÁREA PRINCIPAL,756.90,756.90,"Celeirós, Aveleda e Vimieiro"
"030820",Gonça,GUIMARÃES,BRAGA,ÁREA PRINCIPAL,702.60,702.60,Gonça
"030203",Adães,BARCELOS,BRAGA,ÁREA PRINCIPAL,269.03,269.03,Adães
"040507",Carrapatas,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,650.78,650.78,Carrapatas
"171206",Canaveses,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,1287.21,1287.21,Canaveses
"030742",União de freguesias de Freitas e Vila Cova,FAFE,BRAGA,ÁREA PRINCIPAL,1147.78,1147.78,Freitas e Vila Cova
"030827",Longos,GUIMARÃES,BRAGA,ÁREA PRINCIPAL,723.61,723.61,Longos
"030421","União das freguesias de Refojos de Basto, Outeiro e Painzela",CABECEIRAS DE BASTO,BRAGA,ÁREA PRINCIPAL,2895.26,2895.26,"Refojos de Basto, Outeiro e Painzela"
"030373",União das freguesias de Lomar e Arcos,BRAGA,BRAGA,ÁREA PRINCIPAL,401.27,401.27,Lomar e Arcos
"040521",Morais,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,5216.27,5216.27,Morais
"171230",Veiga de Lila,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,1435.82,1435.82,Veiga de Lila
"030265",Rio Covo (Santa Eugénia),BARCELOS,BRAGA,ÁREA PRINCIPAL,313.41,313.41,Rio Covo (Santa Eugénia)
"030890","União das freguesias de Souto Santa Maria, Souto São Salvador e Gondomar",GUIMARÃES,BRAGA,ÁREA PRINCIPAL,1386.93,1386.93,"Souto Santa Maria, Souto São Salvador e Gondomar"
"030260",Perelhal,BARCELOS,BRAGA,ÁREA PRINCIPAL,680.31,680.31,Perelhal
"030354",Sequeira,BRAGA,BRAGA,ÁREA PRINCIPAL,435.05,435.05,Sequeira
"030880",União das freguesias de Briteiros São Salvador e Briteiros Santa Leocádia,GUIMARÃES,BRAGA,ÁREA PRINCIPAL,938.88,938.88,Briteiros São Salvador e Briteiros Santa Leocádia
"030879",União das freguesias de Briteiros Santo Estêvão e Donim,GUIMARÃES,BRAGA,ÁREA PRINCIPAL,593.83,593.83,Briteiros Santo Estêvão e Donim
"030616",União das freguesias de Apúlia e Fão,ESPOSENDE,BRAGA,ÁREA PRINCIPAL,1628.57,1628.57,Apúlia e Fão
"030744",União de freguesias de Moreira do Rei e Várzea Cova,FAFE,BRAGA,ÁREA PRINCIPAL,2813.63,2813.63,Moreira do Rei e Várzea Cova
"040711",Carvalhais,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,2203.86,2203.86,Carvalhais
"030922",Santo Emilião,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,213.79,213.79,Santo Emilião
"171319",Alvão,VILA POUCA DE AGUIAR,VILA REAL,ÁREA PRINCIPAL,5306.63,5306.63,Alvão
"030738",União de freguesias de Agrela e Serafão,FAFE,BRAGA,ÁREA PRINCIPAL,919.33,919.33,Agrela e Serafão
"040541",União das freguesias de Castelãos e Vilar do Monte,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,1883.84,1883.84,Castelãos e Vilar do Monte
"041108",Matela,VIMIOSO,BRAGANÇA,ÁREA PRINCIPAL,4452.31,4452.31,Matela
"030913",Garfe,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,543.58,543.58,Garfe
"040510",Cortiços,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,2425.16,2425.16,Cortiços
"030371",União das freguesias de Ferreiros e Gondizalves,BRAGA,BRAGA,ÁREA PRINCIPAL,425.62,425.62,Ferreiros e Gondizalves
"030377","União das freguesias de Nogueira, Fraião e Lamaçães",BRAGA,BRAGA,ÁREA PRINCIPAL,839.51,839.51,"Nogueira, Fraião e Lamaçães"
"030297",União das freguesias de Creixomil e Mariz,BARCELOS,BRAGA,ÁREA PRINCIPAL,697.67,697.67,Creixomil e Mariz
"030247",Martim,BARCELOS,BRAGA,ÁREA PRINCIPAL,531.70,531.70,Martim
"030743",União de freguesias de Monte e Queimadela,FAFE,BRAGA,ÁREA PRINCIPAL,2037.24,2037.24,Monte e Queimadela
"030292",União das freguesias de Areias de Vilar e Encourados,BARCELOS,BRAGA,ÁREA PRINCIPAL,1016.77,1016.77,Areias de Vilar e Encourados
"030366",União das freguesias de Cabreiros e Passos (São Julião),BRAGA,BRAGA,ÁREA PRINCIPAL,479.05,479.05,Cabreiros e Passos (São Julião)
"030365",União das freguesias de Braga (São José de São Lázaro e São João do Souto),BRAGA,BRAGA,ÁREA PRINCIPAL,243.17,243.17,Braga (São José de São Lázaro e São João do Souto)
"030364","União das freguesias de Braga (Maximinos, Sé e Cividade)",BRAGA,BRAGA,ÁREA PRINCIPAL,256.69,256.69,"Braga (Maximinos, Sé e Cividade)"
"030932",União das freguesias de Campos e Louredo,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,506.43,506.43,Campos e Louredo
"030407",Cavez,CABECEIRAS DE BASTO,BRAGA,ÁREA PRINCIPAL,2679.12,2679.12,Cavez
"030312",Espinho,BRAGA,BRAGA,ÁREA PRINCIPAL,447.58,447.58,Espinho
"030245",Manhente,BARCELOS,BRAGA,ÁREA PRINCIPAL,391.08,391.08,Manhente
"030277",Tamel (São Veríssimo),BARCELOS,BRAGA,ÁREA PRINCIPAL,332.56,332.56,Tamel (São Veríssimo)
"030209",Arcozelo,BARCELOS,BRAGA,ÁREA PRINCIPAL,343.68,343.68,Arcozelo
"040738",União das freguesias de Avantos e Romeu,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,2741.39,2741.39,Avantos e Romeu
"040621",União das freguesias de Silva e Águas Vivas,MIRANDA DO DOURO,BRAGANÇA,ÁREA PRINCIPAL,4061.16,4061.16,Silva e Águas Vivas
"041115","União das freguesias de Algoso, Campo de Víboras e Uva",VIMIOSO,BRAGANÇA,ÁREA PRINCIPAL,9653.17,9653.17,"Algoso, Campo de Víboras e Uva"
"041113",Vilar Seco,VIMIOSO,BRAGANÇA,ÁREA PRINCIPAL,2341.58,2341.58,Vilar Seco
"030293","União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)",BARCELOS,BRAGA,ÁREA PRINCIPAL,929.91,929.91,"Barcelos, V. Boa, V. Frescainha"
"030378",União das freguesias de Nogueiró e Tenões,BRAGA,BRAGA,ÁREA PRINCIPAL,442.73,442.73,Nogueiró e Tenões
"030929",Vilela,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,457.85,457.85,Vilela
"030737","União de freguesias de Aboim, Felgueiras, Gontim e Pedraído",FAFE,BRAGA,ÁREA PRINCIPAL,2671.05,2671.05,"Aboim, Felgueiras, Gontim e Pedraído"
"030210",Areias,BARCELOS,BRAGA,ÁREA PRINCIPAL,251.14,251.14,Areias
"171219",Santa Maria de Emeres,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,1657.17,1657.17,Santa Maria de Emeres
"030261",Pousa,BARCELOS,BRAGA,ÁREA PRINCIPAL,663.16,663.16,Pousa
"030877",União das freguesias de Arosa e Castelões,GUIMARÃES,BRAGA,ÁREA PRINCIPAL,552.31,552.31,Arosa e Castelões
"171303",Bornes de Aguiar,VILA POUCA DE AGUIAR,VILA REAL,ÁREA PRINCIPAL,4543.04,4543.04,Bornes de Aguiar
"170909",União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega,RIBEIRA DE PENA,VILA REAL,ÁREA PRINCIPAL,5284.80,5284.80,Salvador e Santo Aleixo de Além-Tâmega
"040533",Vale da Porca,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,1742.73,1742.73,Vale da Porca
"030912",Galegos,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,294.21,294.21,Galegos
"030201",Abade de Neiva,BARCELOS,BRAGA,ÁREA PRINCIPAL,750.36,750.36,Abade de Neiva
"030330",Padim da Graça,BRAGA,BRAGA,ÁREA PRINCIPAL,339.37,339.37,Padim da Graça
"030355",Sobreposta,BRAGA,BRAGA,ÁREA PRINCIPAL,598.03,598.03,Sobreposta
"040520",Macedo de Cavaleiros,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,1491.13,1491.13,Macedo de Cavaleiros
"030351",Braga (São Vítor),BRAGA,BRAGA,ÁREA PRINCIPAL,408.38,408.38,Braga (São Vítor)
"030618","União das freguesias de Esposende, Marinhas e Gandra",ESPOSENDE,BRAGA,ÁREA PRINCIPAL,1731.42,1731.42,"Esposende, Marinhas e Gandra"
"030268",Galegos (Santa Maria),BARCELOS,BRAGA,ÁREA PRINCIPAL,458.82,458.82,Galegos (Santa Maria)
"030272",Galegos (São Martinho),BARCELOS,BRAGA,ÁREA PRINCIPAL,312.24,312.24,Galegos (São Martinho)
"030319",Gualtar,BRAGA,BRAGA,ÁREA PRINCIPAL,273.58,273.58,Gualtar
"171201",Água Revés e Crasto,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,1898.72,1898.72,Água Revés e Crasto
"030926",Taíde,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,666.53,666.53,Taíde
"030925",Sobradelo da Goma,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,1011.92,1011.92,Sobradelo da Goma
"030349",Braga (São Vicente),BRAGA,BRAGA,ÁREA PRINCIPAL,255.04,255.04,Braga (São Vicente)
"030242",Lama,BARCELOS,BRAGA,ÁREA PRINCIPAL,326.72,326.72,Lama
"040607",Malhadas,MIRANDA DO DOURO,BRAGANÇA,ÁREA PRINCIPAL,2767.39,2767.39,Malhadas
"030279",Silva,BARCELOS,BRAGA,ÁREA PRINCIPAL,217.96,217.96,Silva
"040608",Miranda do Douro,MIRANDA DO DOURO,BRAGANÇA,ÁREA PRINCIPAL,3552.46,3552.46,Miranda do Douro
"030334",Pedralva,BRAGA,BRAGA,ÁREA PRINCIPAL,806.82,806.82,Pedralva
"030620",União das freguesias de Palmeira de Faro e Curvos,ESPOSENDE,BRAGA,ÁREA PRINCIPAL,1104.22,1104.22,Palmeira de Faro e Curvos
"040544",União das freguesias de Talhinhas e Bagueixe,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,3525.24,3525.24,Talhinhas e Bagueixe
"040534",Vale de Prados,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,1036.75,1036.75,Vale de Prados
"030243",Lijó,BARCELOS,BRAGA,ÁREA PRINCIPAL,441.92,441.92,Lijó
"030379","União das freguesias de Real, Dume e Semelhe",BRAGA,BRAGA,ÁREA PRINCIPAL,846.50,846.50,"Real, Dume e Semelhe"
"030325",Mire de Tibães,BRAGA,BRAGA,ÁREA PRINCIPAL,435.71,435.71,Mire de Tibães
"171217",Rio Torto,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,3068.83,3068.83,Rio Torto
"030375",União das freguesias de Merelim (São Pedro) e Frossos,BRAGA,BRAGA,ÁREA PRINCIPAL,314.85,314.85,Merelim (São Pedro) e Frossos
"030370",União das freguesias de Este (São Pedro e São Mamede),BRAGA,BRAGA,ÁREA PRINCIPAL,979.49,979.49,Este (São Pedro e São Mamede)
"030282",Ucha,BARCELOS,BRAGA,ÁREA PRINCIPAL,426.94,426.94,Ucha
"171320",União das freguesias de Pensalvos e Parada de Monteiros,VILA POUCA DE AGUIAR,VILA REAL,ÁREA PRINCIPAL,4716.85,4716.85,Pensalvos e Parada de Monteiros
0302FH,União das freguesias de Vila Cova e Feitos,BARCELOS,BRAGA,ÁREA PRINCIPAL,1572.78,1572.78,Vila Cova e Feitos
"040528",Sezulfe,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,1521.85,1521.85,Sezulfe
"030615",Vila Chã,ESPOSENDE,BRAGA,ÁREA PRINCIPAL,850.20,850.20,Vila Chã
"170906",Santa Marinha,RIBEIRA DE PENA,VILA REAL,ÁREA PRINCIPAL,3467.95,3467.95,Santa Marinha
"040720",Mascarenhas,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,2813.85,2813.85,Mascarenhas
0302FF,União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte,BARCELOS,BRAGA,ÁREA PRINCIPAL,1105.67,1105.67,Tamel (Santa Leocádia) e Vilar do Monte
"030915",Lanhoso,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,605.79,605.79,Lanhoso
"031108",Guilhofrei,VIEIRA DO MINHO,BRAGA,ÁREA PRINCIPAL,1123.25,1123.25,Guilhofrei
"040704",Alvites,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,1780.89,1780.89,Alvites
"030919",Póvoa de Lanhoso (Nossa Senhora do Amparo),PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,570.32,570.32,Póvoa de Lanhoso (Nossa Senhora do Amparo)
"040526",Salselas,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,3631.04,3631.04,Salselas
"040701",Abambres,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,1881.60,1881.60,Abambres
"030374","União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães",BRAGA,BRAGA,ÁREA PRINCIPAL,535.98,535.98,"Merelim (São Paio), Panoias e Parada de Tibães"
"030415",Rio Douro,CABECEIRAS DE BASTO,BRAGA,ÁREA PRINCIPAL,4311.42,4311.42,Rio Douro
"171215",Padrela e Tazem,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,2311.94,2311.94,Padrela e Tazem
"030255",Palme,BARCELOS,BRAGA,ÁREA PRINCIPAL,831.45,831.45,Palme
"040709",Cabanelas,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,1865.65,1865.65,Cabanelas
"030933",União das freguesias de Esperança e Brunhais,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,820.97,820.97,Esperança e Brunhais
"171232",Carrazedo de Montenegro e Curros,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,4982.58,4982.58,Carrazedo de Montenegro e Curros
"030927",Travassos,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,463.82,463.82,Travassos
"030934",União das freguesias de Fonte Arcada e Oliveira,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,1105.89,1105.89,Fonte Arcada e Oliveira
"030264",Roriz,BARCELOS,BRAGA,ÁREA PRINCIPAL,653.39,653.39,Roriz
"030254",Oliveira,BARCELOS,BRAGA,ÁREA PRINCIPAL,545.77,545.77,Oliveira
"171317",Sabroso de Aguiar,VILA POUCA DE AGUIAR,VILA REAL,ÁREA PRINCIPAL,876.99,876.99,Sabroso de Aguiar
"040502",Amendoeira,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,1572.19,1572.19,Amendoeira
"030906",Covelas,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,290.93,290.93,Covelas
"030406",Cabeceiras de Basto,CABECEIRAS DE BASTO,BRAGA,ÁREA PRINCIPAL,2452.24,2452.24,Cabeceiras de Basto
"040538",Vinhas,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,3301.94,3301.94,Vinhas
"030401",Abadim,CABECEIRAS DE BASTO,BRAGA,ÁREA PRINCIPAL,1513.64,1513.64,Abadim
"040733",Vale de Salgueiro,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,1516.76,1516.76,Vale de Salgueiro
"171315",Vreia de Bornes,VILA POUCA DE AGUIAR,VILA REAL,ÁREA PRINCIPAL,1773.12,1773.12,Vreia de Bornes
"030294",União das freguesias de Campo e Tamel (São Pedro Fins),BARCELOS,BRAGA,ÁREA PRINCIPAL,480.60,480.60,Campo e Tamel (São Pedro Fins)
"030617",União das freguesias de Belinho e Mar,ESPOSENDE,BRAGA,ÁREA PRINCIPAL,894.64,894.64,Belinho e Mar
"030331",Palmeira,BRAGA,BRAGA,ÁREA PRINCIPAL,887.96,887.96,Palmeira
"030218",Carapeços,BARCELOS,BRAGA,ÁREA PRINCIPAL,811.60,811.60,Carapeços
"031308",Cabanelas,VILA VERDE,BRAGA,ÁREA PRINCIPAL,674.03,674.03,Cabanelas
"030908",Ferreiros,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,440.02,440.02,Ferreiros
"171203",Algeriz,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,2090.66,2090.66,Algeriz
"040221",Macedo do Mato,BRAGANÇA,BRAGANÇA,ÁREA PRINCIPAL,1554.17,1554.17,Macedo do Mato
"171304",Bragado,VILA POUCA DE AGUIAR,VILA REAL,ÁREA PRINCIPAL,2612.60,2612.60,Bragado
"030301",Adaúfe,BRAGA,BRAGA,ÁREA PRINCIPAL,1080.51,1080.51,Adaúfe
"171222",São João da Corveira,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,1583.69,1583.69,São João da Corveira
"041110",Santulhão,VIMIOSO,BRAGANÇA,ÁREA PRINCIPAL,4937.74,4937.74,Santulhão
"030914",Geraz do Minho,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,484.33,484.33,Geraz do Minho
"040518",Lamas,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,778.96,778.96,Lamas
"030380",União das freguesias de Santa Lucrécia de Algeriz e Navarra,BRAGA,BRAGA,ÁREA PRINCIPAL,621.75,621.75,Santa Lucrécia de Algeriz e Navarra
"030206",Aldreu,BARCELOS,BRAGA,ÁREA PRINCIPAL,479.67,479.67,Aldreu
"030420",União das freguesias de Gondiães e Vilar de Cunhas,CABECEIRAS DE BASTO,BRAGA,ÁREA PRINCIPAL,4138.47,4138.47,Gondiães e Vilar de Cunhas
"030405",Bucos,CABECEIRAS DE BASTO,BRAGA,ÁREA PRINCIPAL,1779.85,1779.85,Bucos
"031342",Vila de Prado,VILA VERDE,BRAGA,ÁREA PRINCIPAL,551.51,551.51,Vila de Prado
"030368",União das freguesias de Crespos e Pousada,BRAGA,BRAGA,ÁREA PRINCIPAL,733.82,733.82,Crespos e Pousada
"030601",Antas,ESPOSENDE,BRAGA,ÁREA PRINCIPAL,906.73,906.73,Antas
"040612",Póvoa,MIRANDA DO DOURO,BRAGANÇA,ÁREA PRINCIPAL,2253.78,2253.78,Póvoa
"171313",Valoura,VILA POUCA DE AGUIAR,VILA REAL,ÁREA PRINCIPAL,1491.38,1491.38,Valoura
"031122",União das freguesias de Anissó e Soutelo,VIEIRA DO MINHO,BRAGA,ÁREA PRINCIPAL,815.19,815.19,Anissó e Soutelo
"031330",Oleiros,VILA VERDE,BRAGA,ÁREA PRINCIPAL,377.90,377.90,Oleiros
"040605",Genísio,MIRANDA DO DOURO,BRAGANÇA,ÁREA PRINCIPAL,2946.79,2946.79,Genísio
"030930",União das freguesias de Águas Santas e Moure,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,391.10,391.10,Águas Santas e Moure
"031309",Cervães,VILA VERDE,BRAGA,ÁREA PRINCIPAL,1089.05,1089.05,Cervães
"040619",União das freguesias de Ifanes e Paradela,MIRANDA DO DOURO,BRAGANÇA,ÁREA PRINCIPAL,4469.88,4469.88,Ifanes e Paradela
"040543",União das freguesias de Podence e Santa Combinha,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,1945.50,1945.50,Podence e Santa Combinha
"040722",Múrias,MIRANDELA,BRAGANÇA,ÁREA PRINCIPAL,2255.13,2255.13,Múrias
"040511",Corujas,MACEDO DE CAVALEIROS,BRAGANÇA,ÁREA PRINCIPAL,990.71,990.71,Corujas
"030608",Forjães,ESPOSENDE,BRAGA,ÁREA PRINCIPAL,830.47,830.47,Forjães
"031331",Parada de Gatim,VILA VERDE,BRAGA,ÁREA PRINCIPAL,321.52,321.52,Parada de Gatim
"030291",União das freguesias de Alvito (São Pedro e São Martinho) e Couto,BARCELOS,BRAGA,ÁREA PRINCIPAL,854.38,854.38,Alvito (São Pedro e São Martinho) e Couto
"030102",Barreiros,AMARES,BRAGA,ÁREA PRINCIPAL,298.65,298.65,Barreiros
"030931",União das freguesias de Calvos e Frades,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,871.61,871.61,Calvos e Frades
"030113",Lago,AMARES,BRAGA,ÁREA PRINCIPAL,399.01,399.01,Lago
"030917",Monsul,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,327.87,327.87,Monsul
"031352",Soutelo,VILA VERDE,BRAGA,ÁREA PRINCIPAL,417.12,417.12,Soutelo
"030202",Aborim,BARCELOS,BRAGA,ÁREA PRINCIPAL,618.12,618.12,Aborim
"031113",Rossas,VIEIRA DO MINHO,BRAGA,ÁREA PRINCIPAL,3156.60,3156.60,Rossas
"030290",União das freguesias de Alheira e Igreja Nova,BARCELOS,BRAGA,ÁREA PRINCIPAL,1017.12,1017.12,Alheira e Igreja Nova
"031110",Mosteiro,VIEIRA DO MINHO,BRAGA,ÁREA PRINCIPAL,1081.92,1081.92,Mosteiro
"041107",Carção,VIMIOSO,BRAGANÇA,ÁREA PRINCIPAL,2733.87,2733.87,Carção
"030924",Serzedelo,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,1006.35,1006.35,Serzedelo
0302FC,União das freguesias de Quintiães e Aguiar,BARCELOS,BRAGA,ÁREA PRINCIPAL,736.45,736.45,Quintiães e Aguiar
"030235",Fragoso,BARCELOS,BRAGA,ÁREA PRINCIPAL,1258.83,1258.83,Fragoso
"030923",São João de Rei,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,546.21,546.21,São João de Rei
"040246",Sendas,BRAGANÇA,BRAGANÇA,ÁREA PRINCIPAL,1917.43,1917.43,Sendas
"160910",Castelo do Neiva,VIANA DO CASTELO,VIANA DO CASTELO,ÁREA PRINCIPAL,694.49,694.49,Castelo do Neiva
"031323",Lage,VILA VERDE,BRAGA,ÁREA PRINCIPAL,466.80,466.80,Lage
"030921",Rendufinho,PÓVOA DE LANHOSO,BRAGA,ÁREA PRINCIPAL,836.53,836.53,Rendufinho
"171224",Serapicos,VALPAÇOS,VILA REAL,ÁREA PRINCIPAL,716.91,716.91,Serapicos
"031120",Vieira do Minho,VIEIRA DO MINHO,BRAGA,ÁREA PRINCIPAL,718.64,718.64,Vieira do Minho
"041114",Vimioso,VIMIOSO,BRAGANÇA,ÁREA PRINCIPAL,5534.31,5534.31,Vimioso
"030118",Rendufe,AMARES,BRAGA,ÁREA PRINCIPAL,306.26,306.26,Rendufe
"031370",Vila Verde e Barbudo,VILA VERDE,BRAGA,ÁREA PRINCIPAL,752.36,752.36,Vila Verde e Barbudo
"031316",Freiriz,VILA VERDE,BRAGA,ÁREA PRINCIPAL,584.25,584.25,Freiriz
"040233",Quintela de Lampaças,BRAGANÇA,BRAGANÇA,ÁREA PRINCIPAL,1998.48,1998.48,Quintela de Lampaças
"030112",Goães,AMARES,BRAGA,ÁREA PRINCIPAL,302.78,302.78,Goães
"031340",Sabariz,VILA VERDE,BRAGA,ÁREA PRINCIPAL,207.01,207.01,Sabariz
"031107",Eira Vedra,VIEIRA DO MINHO,BRAGA,ÁREA PRINCIPAL,558.59,558.59,Eira Vedra
"170357",União das freguesias de Loivos e Póvoa de Agrações,CHAVES,VILA REAL,ÁREA PRINCIPAL,1901.35,1901.35,Loivos e Póvoa de Agrações
"031124",União das freguesias de Caniçada e Soengas,VIEIRA DO MINHO,BRAGA,ÁREA PRINCIPAL,898.95,898.95,Caniçada e Soengas
"031105",Cantelães,VIEIRA DO MINHO,BRAGA,ÁREA PRINCIPAL,1154.26,1154.26,Cantelães
"170317",Moreiras,CHAVES,VILA REAL,ÁREA PRINCIPAL,923.16,923.16,Moreiras
"160754",Associação de freguesias do Vale do Neiva,PONTE DE LIMA,VIANA DO CASTELO,ÁREA PRINCIPAL,1027.32,1027.32,Associação de freguesias do Vale do Neiva
"030111",Fiscal,AMARES,BRAGA,ÁREA PRINCIPAL,389.69,389.69,Fiscal
"040239",Salsas,BRAGANÇA,BRAGANÇA,ÁREA PRINCIPAL,2611.80,2611.80,Salsas
"040247",Serapicos,BRAGANÇA,BRAGANÇA,ÁREA PRINCIPAL,2824.95,2824.95,Serapicos
"030128",União das freguesias de Torre e Portela,AMARES,BRAGA,ÁREA PRINCIPAL,359.47,359.47,Torre e Portela
"170347",Vilas Boas,CHAVES,VILA REAL,ÁREA PRINCIPAL,685.65,685.65,Vilas Boas
