Nuts_region_temp,NutsID,region_name,Temp_crop,Area_1989,Area_1999,Area_2009,Area_2019
111160101_Aboim das Choças_Cereals,111160101,Aboim das Choças,Cereals,43,15,8,6
111160101_Aboim das Choças_Dried pulses,111160101,Aboim das Choças,Dried pulses,18,1,1,0
111160101_Aboim das Choças_Temporary grasses and grazings,111160101,Aboim das Choças,Temporary grasses and grazings,60,19,19,0
111160101_Aboim das Choças_Fodder plants,111160101,Aboim das Choças,Fodder plants,60,17,12,5
111160101_Aboim das Choças_Potatoes,111160101,Aboim das Choças,Potatoes,3,1,1,0
111160101_Aboim das Choças_Sugarbeets,111160101,Aboim das Choças,Sugarbeets,0,0,0,0
111160101_Aboim das Choças_Industrial crops,111160101,Aboim das Choças,Industrial crops,0,0,0,0
111160101_Aboim das Choças_Fresh vegetables,111160101,Aboim das Choças,Fresh vegetables,0,0,0,0
111160101_Aboim das Choças_Flowers and ornamental plants,111160101,Aboim das Choças,Flowers and ornamental plants,0,0,0,0
111160101_Aboim das Choças_Other temporary crops,111160101,Aboim das Choças,Other temporary crops,9,2,0,0
111160102_Aguiã_Cereals,111160102,Aguiã,Cereals,31,26,24,10
111160102_Aguiã_Dried pulses,111160102,Aguiã,Dried pulses,27,8,0,0
111160102_Aguiã_Temporary grasses and grazings,111160102,Aguiã,Temporary grasses and grazings,3,14,19,0
111160102_Aguiã_Fodder plants,111160102,Aguiã,Fodder plants,41,34,29,10
111160102_Aguiã_Potatoes,111160102,Aguiã,Potatoes,5,2,3,0
111160102_Aguiã_Sugarbeets,111160102,Aguiã,Sugarbeets,0,0,0,0
111160102_Aguiã_Industrial crops,111160102,Aguiã,Industrial crops,0,0,0,0
111160102_Aguiã_Fresh vegetables,111160102,Aguiã,Fresh vegetables,0,0,0,0
111160102_Aguiã_Flowers and ornamental plants,111160102,Aguiã,Flowers and ornamental plants,0,0,0,0
111160102_Aguiã_Other temporary crops,111160102,Aguiã,Other temporary crops,15,1,0,0
111160104_Ázere_Cereals,111160104,Ázere,Cereals,38,26,15,5
111160104_Ázere_Dried pulses,111160104,Ázere,Dried pulses,32,2,0,0
111160104_Ázere_Temporary grasses and grazings,111160104,Ázere,Temporary grasses and grazings,46,9,14,0
111160104_Ázere_Fodder plants,111160104,Ázere,Fodder plants,57,33,15,3
111160104_Ázere_Potatoes,111160104,Ázere,Potatoes,1,1,1,0
111160104_Ázere_Sugarbeets,111160104,Ázere,Sugarbeets,0,0,0,0
111160104_Ázere_Industrial crops,111160104,Ázere,Industrial crops,0,0,0,0
111160104_Ázere_Fresh vegetables,111160104,Ázere,Fresh vegetables,0,0,0,0
111160104_Ázere_Flowers and ornamental plants,111160104,Ázere,Flowers and ornamental plants,0,0,0,0
111160104_Ázere_Other temporary crops,111160104,Ázere,Other temporary crops,17,2,1,0
111160105_Cabana Maior_Cereals,111160105,Cabana Maior,Cereals,43,15,2,0
111160105_Cabana Maior_Dried pulses,111160105,Cabana Maior,Dried pulses,19,4,0,0
111160105_Cabana Maior_Temporary grasses and grazings,111160105,Cabana Maior,Temporary grasses and grazings,23,30,0,0
111160105_Cabana Maior_Fodder plants,111160105,Cabana Maior,Fodder plants,69,18,2,0
111160105_Cabana Maior_Potatoes,111160105,Cabana Maior,Potatoes,3,2,1,0
111160105_Cabana Maior_Sugarbeets,111160105,Cabana Maior,Sugarbeets,0,0,0,0
111160105_Cabana Maior_Industrial crops,111160105,Cabana Maior,Industrial crops,0,0,0,0
111160105_Cabana Maior_Fresh vegetables,111160105,Cabana Maior,Fresh vegetables,0,0,0,0
111160105_Cabana Maior_Flowers and ornamental plants,111160105,Cabana Maior,Flowers and ornamental plants,0,0,0,0
111160105_Cabana Maior_Other temporary crops,111160105,Cabana Maior,Other temporary crops,5,1,0,0
111160106_Cabreiro_Cereals,111160106,Cabreiro,Cereals,175,60,32,9
111160106_Cabreiro_Dried pulses,111160106,Cabreiro,Dried pulses,89,16,7,0
111160106_Cabreiro_Temporary grasses and grazings,111160106,Cabreiro,Temporary grasses and grazings,7,0,7,30
111160106_Cabreiro_Fodder plants,111160106,Cabreiro,Fodder plants,221,79,43,0
111160106_Cabreiro_Potatoes,111160106,Cabreiro,Potatoes,9,5,2,0
111160106_Cabreiro_Sugarbeets,111160106,Cabreiro,Sugarbeets,0,0,0,0
111160106_Cabreiro_Industrial crops,111160106,Cabreiro,Industrial crops,0,0,0,0
111160106_Cabreiro_Fresh vegetables,111160106,Cabreiro,Fresh vegetables,0,0,0,0
111160106_Cabreiro_Flowers and ornamental plants,111160106,Cabreiro,Flowers and ornamental plants,0,0,0,0
111160106_Cabreiro_Other temporary crops,111160106,Cabreiro,Other temporary crops,68,3,0,0
111160108_Cendufe_Cereals,111160108,Cendufe,Cereals,72,34,10,3
111160108_Cendufe_Dried pulses,111160108,Cendufe,Dried pulses,20,3,0,0
111160108_Cendufe_Temporary grasses and grazings,111160108,Cendufe,Temporary grasses and grazings,1,4,3,0
111160108_Cendufe_Fodder plants,111160108,Cendufe,Fodder plants,82,27,37,6
111160108_Cendufe_Potatoes,111160108,Cendufe,Potatoes,3,3,2,1
111160108_Cendufe_Sugarbeets,111160108,Cendufe,Sugarbeets,0,0,0,0
111160108_Cendufe_Industrial crops,111160108,Cendufe,Industrial crops,0,0,0,0
111160108_Cendufe_Fresh vegetables,111160108,Cendufe,Fresh vegetables,0,0,0,0
111160108_Cendufe_Flowers and ornamental plants,111160108,Cendufe,Flowers and ornamental plants,0,0,0,0
111160108_Cendufe_Other temporary crops,111160108,Cendufe,Other temporary crops,19,0,0,0
111160109_Couto_Cereals,111160109,Couto,Cereals,57,25,11,4
111160109_Couto_Dried pulses,111160109,Couto,Dried pulses,29,7,2,1
111160109_Couto_Temporary grasses and grazings,111160109,Couto,Temporary grasses and grazings,39,10,9,1
111160109_Couto_Fodder plants,111160109,Couto,Fodder plants,83,18,18,1
111160109_Couto_Potatoes,111160109,Couto,Potatoes,5,2,1,0
111160109_Couto_Sugarbeets,111160109,Couto,Sugarbeets,0,0,0,0
111160109_Couto_Industrial crops,111160109,Couto,Industrial crops,0,0,0,0
111160109_Couto_Fresh vegetables,111160109,Couto,Fresh vegetables,0,0,0,0
111160109_Couto_Flowers and ornamental plants,111160109,Couto,Flowers and ornamental plants,0,0,0,0
111160109_Couto_Other temporary crops,111160109,Couto,Other temporary crops,27,8,2,0
111160113_Gavieira_Cereals,111160113,Gavieira,Cereals,106,19,10,8
111160113_Gavieira_Dried pulses,111160113,Gavieira,Dried pulses,45,4,1,2
111160113_Gavieira_Temporary grasses and grazings,111160113,Gavieira,Temporary grasses and grazings,0,0,4,2
111160113_Gavieira_Fodder plants,111160113,Gavieira,Fodder plants,118,26,11,10
111160113_Gavieira_Potatoes,111160113,Gavieira,Potatoes,11,7,2,3
111160113_Gavieira_Sugarbeets,111160113,Gavieira,Sugarbeets,0,0,0,0
111160113_Gavieira_Industrial crops,111160113,Gavieira,Industrial crops,0,0,0,0
111160113_Gavieira_Fresh vegetables,111160113,Gavieira,Fresh vegetables,0,0,0,0
111160113_Gavieira_Flowers and ornamental plants,111160113,Gavieira,Flowers and ornamental plants,0,0,0,0
111160113_Gavieira_Other temporary crops,111160113,Gavieira,Other temporary crops,23,0,0,0
111160115_Gondoriz_Cereals,111160115,Gondoriz,Cereals,154,81,41,16
111160115_Gondoriz_Dried pulses,111160115,Gondoriz,Dried pulses,73,12,3,0
111160115_Gondoriz_Temporary grasses and grazings,111160115,Gondoriz,Temporary grasses and grazings,0,55,37,4
111160115_Gondoriz_Fodder plants,111160115,Gondoriz,Fodder plants,144,77,64,23
111160115_Gondoriz_Potatoes,111160115,Gondoriz,Potatoes,7,5,4,1
111160115_Gondoriz_Sugarbeets,111160115,Gondoriz,Sugarbeets,0,0,0,0
111160115_Gondoriz_Industrial crops,111160115,Gondoriz,Industrial crops,0,0,0,2
111160115_Gondoriz_Fresh vegetables,111160115,Gondoriz,Fresh vegetables,0,0,1,2
111160115_Gondoriz_Flowers and ornamental plants,111160115,Gondoriz,Flowers and ornamental plants,0,0,0,0
111160115_Gondoriz_Other temporary crops,111160115,Gondoriz,Other temporary crops,42,18,1,0
111160121_Miranda_Cereals,111160121,Miranda,Cereals,87,23,10,5
111160121_Miranda_Dried pulses,111160121,Miranda,Dried pulses,27,3,1,0
111160121_Miranda_Temporary grasses and grazings,111160121,Miranda,Temporary grasses and grazings,191,0,62,0
111160121_Miranda_Fodder plants,111160121,Miranda,Fodder plants,43,20,18,7
111160121_Miranda_Potatoes,111160121,Miranda,Potatoes,4,3,2,0
111160121_Miranda_Sugarbeets,111160121,Miranda,Sugarbeets,0,0,0,0
111160121_Miranda_Industrial crops,111160121,Miranda,Industrial crops,0,0,0,0
111160121_Miranda_Fresh vegetables,111160121,Miranda,Fresh vegetables,0,0,0,0
111160121_Miranda_Flowers and ornamental plants,111160121,Miranda,Flowers and ornamental plants,0,0,0,0
111160121_Miranda_Other temporary crops,111160121,Miranda,Other temporary crops,20,0,0,0
111160122_Monte Redondo_Cereals,111160122,Monte Redondo,Cereals,81,38,12,4
111160122_Monte Redondo_Dried pulses,111160122,Monte Redondo,Dried pulses,45,4,0,0
111160122_Monte Redondo_Temporary grasses and grazings,111160122,Monte Redondo,Temporary grasses and grazings,3,29,22,0
111160122_Monte Redondo_Fodder plants,111160122,Monte Redondo,Fodder plants,87,32,13,0
111160122_Monte Redondo_Potatoes,111160122,Monte Redondo,Potatoes,5,1,1,0
111160122_Monte Redondo_Sugarbeets,111160122,Monte Redondo,Sugarbeets,0,0,0,0
111160122_Monte Redondo_Industrial crops,111160122,Monte Redondo,Industrial crops,0,0,0,0
111160122_Monte Redondo_Fresh vegetables,111160122,Monte Redondo,Fresh vegetables,1,1,0,0
111160122_Monte Redondo_Flowers and ornamental plants,111160122,Monte Redondo,Flowers and ornamental plants,0,0,0,0
111160122_Monte Redondo_Other temporary crops,111160122,Monte Redondo,Other temporary crops,38,8,1,0
111160123_Oliveira_Cereals,111160123,Oliveira,Cereals,34,25,20,9
111160123_Oliveira_Dried pulses,111160123,Oliveira,Dried pulses,31,7,3,1
111160123_Oliveira_Temporary grasses and grazings,111160123,Oliveira,Temporary grasses and grazings,12,14,9,1
111160123_Oliveira_Fodder plants,111160123,Oliveira,Fodder plants,46,14,26,5
111160123_Oliveira_Potatoes,111160123,Oliveira,Potatoes,2,1,1,1
111160123_Oliveira_Sugarbeets,111160123,Oliveira,Sugarbeets,0,0,0,0
111160123_Oliveira_Industrial crops,111160123,Oliveira,Industrial crops,0,0,0,0
111160123_Oliveira_Fresh vegetables,111160123,Oliveira,Fresh vegetables,0,0,0,1
111160123_Oliveira_Flowers and ornamental plants,111160123,Oliveira,Flowers and ornamental plants,0,0,0,1
111160123_Oliveira_Other temporary crops,111160123,Oliveira,Other temporary crops,25,17,0,0
111160124_Paçô_Cereals,111160124,Paçô,Cereals,55,17,11,6
111160124_Paçô_Dried pulses,111160124,Paçô,Dried pulses,18,2,0,0
111160124_Paçô_Temporary grasses and grazings,111160124,Paçô,Temporary grasses and grazings,2,2,10,7
111160124_Paçô_Fodder plants,111160124,Paçô,Fodder plants,93,44,26,9
111160124_Paçô_Potatoes,111160124,Paçô,Potatoes,5,0,0,1
111160124_Paçô_Sugarbeets,111160124,Paçô,Sugarbeets,0,0,0,0
111160124_Paçô_Industrial crops,111160124,Paçô,Industrial crops,0,0,0,0
111160124_Paçô_Fresh vegetables,111160124,Paçô,Fresh vegetables,0,0,0,0
111160124_Paçô_Flowers and ornamental plants,111160124,Paçô,Flowers and ornamental plants,0,0,0,0
111160124_Paçô_Other temporary crops,111160124,Paçô,Other temporary crops,24,4,0,0
111160125_Padroso_Cereals,111160125,Padroso,Cereals,35,23,6,3
111160125_Padroso_Dried pulses,111160125,Padroso,Dried pulses,25,1,1,0
111160125_Padroso_Temporary grasses and grazings,111160125,Padroso,Temporary grasses and grazings,16,16,45,6
111160125_Padroso_Fodder plants,111160125,Padroso,Fodder plants,57,31,10,100
111160125_Padroso_Potatoes,111160125,Padroso,Potatoes,6,5,1,1
111160125_Padroso_Sugarbeets,111160125,Padroso,Sugarbeets,0,0,0,0
111160125_Padroso_Industrial crops,111160125,Padroso,Industrial crops,0,0,0,0
111160125_Padroso_Fresh vegetables,111160125,Padroso,Fresh vegetables,0,0,0,0
111160125_Padroso_Flowers and ornamental plants,111160125,Padroso,Flowers and ornamental plants,0,0,0,0
111160125_Padroso_Other temporary crops,111160125,Padroso,Other temporary crops,9,3,0,0
111160128_Prozelo_Cereals,111160128,Prozelo,Cereals,72,30,22,11
111160128_Prozelo_Dried pulses,111160128,Prozelo,Dried pulses,61,8,0,0
111160128_Prozelo_Temporary grasses and grazings,111160128,Prozelo,Temporary grasses and grazings,38,26,14,4
111160128_Prozelo_Fodder plants,111160128,Prozelo,Fodder plants,115,57,27,10
111160128_Prozelo_Potatoes,111160128,Prozelo,Potatoes,12,3,2,1
111160128_Prozelo_Sugarbeets,111160128,Prozelo,Sugarbeets,0,0,0,0
111160128_Prozelo_Industrial crops,111160128,Prozelo,Industrial crops,0,0,0,0
111160128_Prozelo_Fresh vegetables,111160128,Prozelo,Fresh vegetables,1,0,0,0
111160128_Prozelo_Flowers and ornamental plants,111160128,Prozelo,Flowers and ornamental plants,0,0,0,0
111160128_Prozelo_Other temporary crops,111160128,Prozelo,Other temporary crops,34,5,0,0
111160130_Rio Frio_Cereals,111160130,Rio Frio,Cereals,148,53,24,12
111160130_Rio Frio_Dried pulses,111160130,Rio Frio,Dried pulses,66,13,4,0
111160130_Rio Frio_Temporary grasses and grazings,111160130,Rio Frio,Temporary grasses and grazings,111,87,135,2
111160130_Rio Frio_Fodder plants,111160130,Rio Frio,Fodder plants,185,64,33,11
111160130_Rio Frio_Potatoes,111160130,Rio Frio,Potatoes,10,4,3,1
111160130_Rio Frio_Sugarbeets,111160130,Rio Frio,Sugarbeets,0,0,0,0
111160130_Rio Frio_Industrial crops,111160130,Rio Frio,Industrial crops,0,0,0,0
111160130_Rio Frio_Fresh vegetables,111160130,Rio Frio,Fresh vegetables,0,0,0,0
111160130_Rio Frio_Flowers and ornamental plants,111160130,Rio Frio,Flowers and ornamental plants,0,0,0,0
111160130_Rio Frio_Other temporary crops,111160130,Rio Frio,Other temporary crops,38,8,1,0
111160131_Rio de Moinhos_Cereals,111160131,Rio de Moinhos,Cereals,63,34,20,9
111160131_Rio de Moinhos_Dried pulses,111160131,Rio de Moinhos,Dried pulses,30,10,1,1
111160131_Rio de Moinhos_Temporary grasses and grazings,111160131,Rio de Moinhos,Temporary grasses and grazings,48,31,49,0
111160131_Rio de Moinhos_Fodder plants,111160131,Rio de Moinhos,Fodder plants,88,39,22,10
111160131_Rio de Moinhos_Potatoes,111160131,Rio de Moinhos,Potatoes,6,3,2,0
111160131_Rio de Moinhos_Sugarbeets,111160131,Rio de Moinhos,Sugarbeets,0,0,0,0
111160131_Rio de Moinhos_Industrial crops,111160131,Rio de Moinhos,Industrial crops,0,0,0,0
111160131_Rio de Moinhos_Fresh vegetables,111160131,Rio de Moinhos,Fresh vegetables,0,0,0,0
111160131_Rio de Moinhos_Flowers and ornamental plants,111160131,Rio de Moinhos,Flowers and ornamental plants,0,0,0,0
111160131_Rio de Moinhos_Other temporary crops,111160131,Rio de Moinhos,Other temporary crops,30,13,0,0
111160133_Sabadim_Cereals,111160133,Sabadim,Cereals,59,41,16,9
111160133_Sabadim_Dried pulses,111160133,Sabadim,Dried pulses,29,9,3,0
111160133_Sabadim_Temporary grasses and grazings,111160133,Sabadim,Temporary grasses and grazings,47,58,29,2
111160133_Sabadim_Fodder plants,111160133,Sabadim,Fodder plants,95,65,32,10
111160133_Sabadim_Potatoes,111160133,Sabadim,Potatoes,8,4,1,1
111160133_Sabadim_Sugarbeets,111160133,Sabadim,Sugarbeets,0,0,0,0
111160133_Sabadim_Industrial crops,111160133,Sabadim,Industrial crops,0,0,0,0
111160133_Sabadim_Fresh vegetables,111160133,Sabadim,Fresh vegetables,0,0,0,0
111160133_Sabadim_Flowers and ornamental plants,111160133,Sabadim,Flowers and ornamental plants,0,0,0,0
111160133_Sabadim_Other temporary crops,111160133,Sabadim,Other temporary crops,26,9,3,0
111160142_Jolda (São Paio)_Cereals,111160142,Jolda (São Paio),Cereals,66,26,14,4
111160142_Jolda (São Paio)_Dried pulses,111160142,Jolda (São Paio),Dried pulses,25,4,0,1
111160142_Jolda (São Paio)_Temporary grasses and grazings,111160142,Jolda (São Paio),Temporary grasses and grazings,0,15,1,0
111160142_Jolda (São Paio)_Fodder plants,111160142,Jolda (São Paio),Fodder plants,85,29,30,2
111160142_Jolda (São Paio)_Potatoes,111160142,Jolda (São Paio),Potatoes,4,4,2,1
111160142_Jolda (São Paio)_Sugarbeets,111160142,Jolda (São Paio),Sugarbeets,0,0,0,0
111160142_Jolda (São Paio)_Industrial crops,111160142,Jolda (São Paio),Industrial crops,0,0,0,0
111160142_Jolda (São Paio)_Fresh vegetables,111160142,Jolda (São Paio),Fresh vegetables,1,0,0,0
111160142_Jolda (São Paio)_Flowers and ornamental plants,111160142,Jolda (São Paio),Flowers and ornamental plants,0,0,0,0
111160142_Jolda (São Paio)_Other temporary crops,111160142,Jolda (São Paio),Other temporary crops,22,0,0,0
111160144_Senharei_Cereals,111160144,Senharei,Cereals,57,32,9,11
111160144_Senharei_Dried pulses,111160144,Senharei,Dried pulses,26,9,1,0
111160144_Senharei_Temporary grasses and grazings,111160144,Senharei,Temporary grasses and grazings,39,35,62,0
111160144_Senharei_Fodder plants,111160144,Senharei,Fodder plants,59,63,15,13
111160144_Senharei_Potatoes,111160144,Senharei,Potatoes,6,7,2,0
111160144_Senharei_Sugarbeets,111160144,Senharei,Sugarbeets,0,0,0,0
111160144_Senharei_Industrial crops,111160144,Senharei,Industrial crops,0,0,0,0
111160144_Senharei_Fresh vegetables,111160144,Senharei,Fresh vegetables,0,0,0,0
111160144_Senharei_Flowers and ornamental plants,111160144,Senharei,Flowers and ornamental plants,0,0,0,0
111160144_Senharei_Other temporary crops,111160144,Senharei,Other temporary crops,26,1,0,0
111160145_Sistelo_Cereals,111160145,Sistelo,Cereals,105,33,17,6
111160145_Sistelo_Dried pulses,111160145,Sistelo,Dried pulses,50,13,3,0
111160145_Sistelo_Temporary grasses and grazings,111160145,Sistelo,Temporary grasses and grazings,14,0,3,26
111160145_Sistelo_Fodder plants,111160145,Sistelo,Fodder plants,111,46,21,0
111160145_Sistelo_Potatoes,111160145,Sistelo,Potatoes,4,5,1,0
111160145_Sistelo_Sugarbeets,111160145,Sistelo,Sugarbeets,0,0,0,0
111160145_Sistelo_Industrial crops,111160145,Sistelo,Industrial crops,0,0,0,0
111160145_Sistelo_Fresh vegetables,111160145,Sistelo,Fresh vegetables,0,0,0,0
111160145_Sistelo_Flowers and ornamental plants,111160145,Sistelo,Flowers and ornamental plants,0,0,0,0
111160145_Sistelo_Other temporary crops,111160145,Sistelo,Other temporary crops,45,5,0,0
111160146_Soajo_Cereals,111160146,Soajo,Cereals,139,30,13,4
111160146_Soajo_Dried pulses,111160146,Soajo,Dried pulses,80,6,1,0
111160146_Soajo_Temporary grasses and grazings,111160146,Soajo,Temporary grasses and grazings,27,0,9,1
111160146_Soajo_Fodder plants,111160146,Soajo,Fodder plants,132,36,14,3
111160146_Soajo_Potatoes,111160146,Soajo,Potatoes,7,5,3,1
111160146_Soajo_Sugarbeets,111160146,Soajo,Sugarbeets,0,0,0,0
111160146_Soajo_Industrial crops,111160146,Soajo,Industrial crops,0,0,0,0
111160146_Soajo_Fresh vegetables,111160146,Soajo,Fresh vegetables,0,0,0,0
111160146_Soajo_Flowers and ornamental plants,111160146,Soajo,Flowers and ornamental plants,0,0,0,0
111160146_Soajo_Other temporary crops,111160146,Soajo,Other temporary crops,93,1,0,0
111160149_Vale_Cereals,111160149,Vale,Cereals,105,61,46,17
111160149_Vale_Dried pulses,111160149,Vale,Dried pulses,90,13,2,0
111160149_Vale_Temporary grasses and grazings,111160149,Vale,Temporary grasses and grazings,96,22,36,9
111160149_Vale_Fodder plants,111160149,Vale,Fodder plants,198,67,55,9
111160149_Vale_Potatoes,111160149,Vale,Potatoes,4,3,6,1
111160149_Vale_Sugarbeets,111160149,Vale,Sugarbeets,0,0,0,0
111160149_Vale_Industrial crops,111160149,Vale,Industrial crops,0,0,0,0
111160149_Vale_Fresh vegetables,111160149,Vale,Fresh vegetables,0,0,0,0
111160149_Vale_Flowers and ornamental plants,111160149,Vale,Flowers and ornamental plants,0,0,0,0
111160149_Vale_Other temporary crops,111160149,Vale,Other temporary crops,48,11,0,0
111160152_União das freguesias de Alvora e Loureda_Cereals,111160152,União das freguesias de Alvora e Loureda,Cereals,77,50,15,9
111160152_União das freguesias de Alvora e Loureda_Dried pulses,111160152,União das freguesias de Alvora e Loureda,Dried pulses,43,11,1,0
111160152_União das freguesias de Alvora e Loureda_Temporary grasses and grazings,111160152,União das freguesias de Alvora e Loureda,Temporary grasses and grazings,48,12,30,0
111160152_União das freguesias de Alvora e Loureda_Fodder plants,111160152,União das freguesias de Alvora e Loureda,Fodder plants,126,65,19,19
111160152_União das freguesias de Alvora e Loureda_Potatoes,111160152,União das freguesias de Alvora e Loureda,Potatoes,3,3,1,0
111160152_União das freguesias de Alvora e Loureda_Sugarbeets,111160152,União das freguesias de Alvora e Loureda,Sugarbeets,0,0,0,0
111160152_União das freguesias de Alvora e Loureda_Industrial crops,111160152,União das freguesias de Alvora e Loureda,Industrial crops,0,0,0,0
111160152_União das freguesias de Alvora e Loureda_Fresh vegetables,111160152,União das freguesias de Alvora e Loureda,Fresh vegetables,0,1,0,0
111160152_União das freguesias de Alvora e Loureda_Flowers and ornamental plants,111160152,União das freguesias de Alvora e Loureda,Flowers and ornamental plants,0,0,0,0
111160152_União das freguesias de Alvora e Loureda_Other temporary crops,111160152,União das freguesias de Alvora e Loureda,Other temporary crops,27,6,2,0
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Cereals,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Cereals,53,31,11,7
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Dried pulses,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Dried pulses,43,6,0,2
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Temporary grasses and grazings,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Temporary grasses and grazings,20,11,20,15
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Fodder plants,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Fodder plants,112,34,19,3
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Potatoes,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Potatoes,5,2,2,0
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Sugarbeets,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Sugarbeets,0,0,0,0
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Industrial crops,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Industrial crops,1,0,0,0
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Fresh vegetables,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Fresh vegetables,0,0,1,2
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Flowers and ornamental plants,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Flowers and ornamental plants,0,0,0,0
111160153_União das freguesias de Arcos de Valdevez (São Paio) e Giela_Other temporary crops,111160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Other temporary crops,27,5,0,0
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Cereals",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Cereals,43,20,10,5
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Dried pulses",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Dried pulses,26,3,0,0
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Temporary grasses and grazings",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Temporary grasses and grazings,14,16,9,25
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Fodder plants",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Fodder plants,53,24,10,7
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Potatoes",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Potatoes,5,2,1,1
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Sugarbeets",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Sugarbeets,0,0,0,0
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Industrial crops",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Industrial crops,0,0,0,0
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Fresh vegetables",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Fresh vegetables,2,0,0,0
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Flowers and ornamental plants",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Flowers and ornamental plants,0,0,0,0
"111160154_União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada_Other temporary crops",111160154,"União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada",Other temporary crops,17,5,0,0
111160155_União das freguesias de Eiras e Mei_Cereals,111160155,União das freguesias de Eiras e Mei,Cereals,76,40,17,17
111160155_União das freguesias de Eiras e Mei_Dried pulses,111160155,União das freguesias de Eiras e Mei,Dried pulses,43,7,1,0
111160155_União das freguesias de Eiras e Mei_Temporary grasses and grazings,111160155,União das freguesias de Eiras e Mei,Temporary grasses and grazings,52,37,30,0
111160155_União das freguesias de Eiras e Mei_Fodder plants,111160155,União das freguesias de Eiras e Mei,Fodder plants,113,52,28,13
111160155_União das freguesias de Eiras e Mei_Potatoes,111160155,União das freguesias de Eiras e Mei,Potatoes,10,1,0,1
111160155_União das freguesias de Eiras e Mei_Sugarbeets,111160155,União das freguesias de Eiras e Mei,Sugarbeets,0,0,0,0
111160155_União das freguesias de Eiras e Mei_Industrial crops,111160155,União das freguesias de Eiras e Mei,Industrial crops,0,0,0,0
111160155_União das freguesias de Eiras e Mei_Fresh vegetables,111160155,União das freguesias de Eiras e Mei,Fresh vegetables,0,0,0,0
111160155_União das freguesias de Eiras e Mei_Flowers and ornamental plants,111160155,União das freguesias de Eiras e Mei,Flowers and ornamental plants,0,0,0,0
111160155_União das freguesias de Eiras e Mei_Other temporary crops,111160155,União das freguesias de Eiras e Mei,Other temporary crops,19,13,1,0
111160156_União das freguesias de Grade e Carralcova_Cereals,111160156,União das freguesias de Grade e Carralcova,Cereals,82,53,28,10
111160156_União das freguesias de Grade e Carralcova_Dried pulses,111160156,União das freguesias de Grade e Carralcova,Dried pulses,48,19,4,0
111160156_União das freguesias de Grade e Carralcova_Temporary grasses and grazings,111160156,União das freguesias de Grade e Carralcova,Temporary grasses and grazings,27,50,27,0
111160156_União das freguesias de Grade e Carralcova_Fodder plants,111160156,União das freguesias de Grade e Carralcova,Fodder plants,124,67,31,9
111160156_União das freguesias de Grade e Carralcova_Potatoes,111160156,União das freguesias de Grade e Carralcova,Potatoes,6,4,4,1
