"NutsID","year","Cereals","Dried pulses","Temporary grasses and grazings","Fodder plants","Potatoes","Sugarbeets","Industrial crops","Fresh vegetables","Flowers and ornamental plants","Other temporary crops"
"111160758",1999,167,30,8,205,17,0,0,2,0,30
"111160759",1999,40,9,74,50,6,0,0,1,0,2
"111160760",1999,114,14,17,238,4,0,0,0,0,31
"111160802",1999,20,3,1,22,1,0,0,0,0,2
"111160803",1999,120,6,62,155,10,0,0,0,1,8
"111160805",1999,64,3,1,61,4,0,0,0,0,16
"111160806",1999,18,1,1,9,3,0,0,0,0,0
"111160808",1999,78,1,5,53,5,0,0,1,1,0
"111160812",1999,43,3,1,21,4,0,0,1,1,0
"111160816",1999,35,1,0,19,3,0,0,0,1,0
"111160817",1999,75,2,10,114,7,0,0,0,0,0
"111160818",1999,51,3,20,56,4,0,0,0,0,1
"111160819",1999,81,2,5,101,8,0,0,0,0,10
"111160820",1999,44,0,4,30,6,0,0,1,1,1
"111160901",1999,24,2,0,87,3,0,0,0,0,0
"111160902",1999,76,4,19,165,7,0,0,0,2,1
"111160903",1999,17,3,0,16,2,0,0,0,0,2
"111160904",1999,41,1,3,128,4,0,0,4,1,16
"111160905",1999,24,2,1,70,4,0,0,3,0,0
"111160908",1999,38,2,1,248,5,0,0,0,1,0
"111160910",1999,85,2,0,96,18,0,0,1,0,0
"111160911",1999,6,1,0,17,1,0,0,0,0,1
"111160914",1999,33,2,0,103,3,0,0,1,0,6
"111160915",1999,93,1,5,144,5,0,0,0,0,40
"111160920",1999,52,3,1,52,5,0,0,0,0,9
"111160922",1999,19,2,4,18,3,0,0,0,0,1
"111160923",1999,31,1,0,61,5,0,0,0,2,0
"111160925",1999,56,2,0,68,6,0,0,0,0,5
"111160926",1999,39,1,0,332,10,0,0,1,0,29
"111160928",1999,66,2,8,231,12,0,0,6,0,41
"111160935",1999,76,4,3,119,7,0,0,4,4,25
"111160938",1999,32,4,8,41,3,0,0,0,0,1
"111160940",1999,38,1,0,112,3,0,0,4,0,11
"111160941",1999,92,4,6,246,13,0,0,2,10,23
"111160942",1999,49,1,0,126,6,0,0,1,0,17
"111160943",1999,213,17,29,374,15,0,0,0,0,24
"111160944",1999,70,1,1,152,6,0,0,1,1,24
"111160945",1999,137,2,3,172,6,0,0,0,0,1
"111160946",1999,143,17,17,208,31,0,0,0,1,28
"111160947",1999,72,2,0,173,6,0,0,1,0,1
"111160948",1999,23,2,0,95,7,0,0,0,0,16
"111161003",1999,21,0,2,81,3,0,0,0,0,1
"111161004",1999,27,1,7,56,5,0,0,0,0,1
"111161006",1999,18,0,13,29,2,0,0,0,0,0
"111161007",1999,11,1,0,5,1,0,0,1,1,0
"111161009",1999,18,2,8,22,3,0,0,0,0,0
"111161012",1999,20,0,6,14,2,0,0,0,0,4
"111161013",1999,25,0,6,32,3,0,0,0,0,1
"111161016",1999,41,3,0,170,5,0,0,0,0,0
"111161017",1999,29,1,5,39,5,0,0,0,0,0
"111161018",1999,40,2,1,183,3,0,0,0,0,0
"111161019",1999,7,0,2,28,1,0,0,0,0,0
"112030102",1999,45,4,1,77,3,0,0,2,1,1
"112030104",1999,24,5,0,44,2,0,0,2,0,0
"112030105",1999,39,1,0,39,3,0,0,0,0,0
"112030107",1999,31,2,0,172,2,0,0,2,0,1
"112030108",1999,44,2,0,71,4,0,0,0,0,0
"112030111",1999,53,4,0,66,4,0,0,10,1,7
"112030112",1999,47,0,0,55,1,0,0,0,5,0
"112030113",1999,35,3,4,23,2,0,0,3,0,1
"112030118",1999,41,7,0,95,4,0,0,7,0,0
"112030119",1999,34,5,1,48,5,0,0,1,0,1
"112030120",1999,47,4,1,56,3,0,0,0,0,1
"112030125",1999,38,2,0,25,3,0,0,1,1,0
"112030126",1999,78,11,1,107,6,0,0,5,0,22
"112030127",1999,60,5,0,123,5,0,0,6,0,0
"112030128",1999,44,4,0,33,3,0,0,3,0,15
"112030129",1999,93,7,1,124,7,0,0,2,0,2
"112030201",1999,9,1,0,247,3,0,0,0,0,7
"112030202",1999,5,0,1,110,3,0,0,0,0,6
"112030203",1999,18,0,0,84,1,0,0,2,0,0
"112030205",1999,28,4,3,108,4,0,0,1,0,12
"112030206",1999,17,1,0,163,3,0,0,0,0,5
"112030208",1999,6,0,0,267,4,0,0,1,1,4
"112030209",1999,1,0,0,146,1,0,0,0,0,1
"112030210",1999,5,0,0,60,0,0,0,0,0,1
"112030212",1999,10,1,0,116,1,0,0,1,0,4
"112030213",1999,3,0,0,85,2,0,0,2,0,1
"112030215",1999,42,2,4,416,7,0,0,33,0,4
"112030216",1999,9,0,1,253,6,0,0,0,0,11
"112030218",1999,39,1,0,138,4,0,0,0,0,18
"112030220",1999,3,1,0,202,3,0,0,1,0,1
"112030221",1999,10,3,0,139,3,0,0,0,1,8
"112030224",1999,15,1,2,315,4,0,0,0,0,17
"112030228",1999,5,0,3,865,8,0,0,6,0,4
"112030234",1999,11,0,0,206,3,0,0,4,0,17
"112030235",1999,39,2,11,201,14,0,0,1,1,23
"112030237",1999,13,1,0,179,4,0,0,6,0,8
"112030242",1999,24,1,1,113,1,0,0,0,0,0
"112030243",1999,38,0,10,264,4,0,0,0,0,25
"112030244",1999,6,1,0,847,10,0,0,3,0,16
"112030245",1999,6,0,0,264,0,0,0,0,0,0
"112030247",1999,51,1,0,159,0,0,0,8,0,7
"112030252",1999,24,2,0,79,4,0,0,1,0,13
"112030254",1999,36,1,9,147,5,0,0,0,0,19
"112030255",1999,25,1,0,169,6,0,0,0,0,11
"112030256",1999,31,1,2,213,9,0,0,0,0,1
"112030257",1999,6,0,0,426,0,0,0,4,0,6
"112030259",1999,6,1,0,80,3,0,0,0,1,7
"112030260",1999,37,1,3,144,8,0,0,1,0,4
"112030261",1999,53,0,0,209,0,0,0,13,0,4
"112030263",1999,12,1,1,273,8,0,0,0,0,7
"112030264",1999,25,1,4,566,5,0,0,0,0,20
"112030265",1999,19,1,0,139,3,0,0,0,0,7
"112030268",1999,30,1,7,104,4,0,0,0,0,4
"112030272",1999,17,0,0,64,1,0,0,0,0,0
"112030277",1999,7,0,4,134,2,0,0,0,0,1
"112030279",1999,5,0,0,94,1,0,0,0,0,4
"112030282",1999,16,1,1,270,0,0,0,0,0,0
"112030283",1999,10,1,1,118,4,0,0,1,0,8
"112030287",1999,16,1,0,462,7,0,0,23,0,21
"112030290",1999,56,6,6,212,8,0,0,0,1,37
"112030291",1999,26,1,5,315,4,0,0,0,0,8
"112030292",1999,41,3,3,340,8,0,0,11,1,13
"112030293",1999,10,1,0,374,6,0,0,2,0,2
"112030294",1999,31,2,0,252,4,0,0,0,0,6
"112030295",1999,23,1,0,483,4,0,0,0,1,1
"112030296",1999,23,3,9,1647,17,0,0,5,0,26
"112030297",1999,47,1,2,198,11,0,0,0,2,29
"112030298",1999,26,3,3,78,3,0,0,1,0,2
"112030299",1999,24,3,0,205,4,0,0,0,0,10
"1120302FA",1999,20,1,0,690,12,0,0,10,1,6
"1120302FB",1999,12,2,2,615,8,0,0,1,0,28
"1120302FC",1999,15,1,1,250,6,0,0,0,0,23
"1120302FD",1999,44,1,0,369,5,0,0,0,0,19
"1120302FE",1999,33,3,3,425,13,0,0,0,1,15
"1120302FF",1999,28,1,0,124,5,0,0,0,0,19
"1120302FG",1999,13,2,2,1065,16,0,0,1,1,7
"1120302FH",1999,45,3,5,501,28,0,0,1,1,36
"112030301",1999,173,2,0,291,15,0,0,7,1,4
"112030312",1999,36,0,0,172,10,0,0,0,0,3
"112030313",1999,53,0,1,103,0,0,0,4,2,19
"112030315",1999,20,1,0,67,3,0,0,0,0,12
"112030319",1999,12,1,0,13,5,0,0,0,0,0
"112030322",1999,26,0,1,42,0,0,0,2,0,6
"112030325",1999,70,1,4,144,4,0,0,7,0,15
"112030330",1999,68,0,0,63,0,0,0,7,0,1
"112030331",1999,74,3,0,109,0,0,0,12,0,21
"112030334",1999,22,0,11,339,8,0,0,0,0,0
"112030336",1999,72,0,0,179,0,0,0,2,0,15
"112030338",1999,30,0,0,77,0,0,0,1,0,12
"112030349",1999,2,1,0,2,2,0,0,0,0,1
"112030351",1999,12,0,0,20,2,0,0,0,0,0
"112030354",1999,57,0,0,136,1,0,0,0,0,18
"112030355",1999,29,1,0,169,12,0,0,0,0,5
"112030356",1999,21,0,0,38,0,0,0,1,0,1
"112030357",1999,40,1,0,59,1,0,0,2,0,1
"112030363",1999,31,0,1,315,3,0,0,2,1,9
"112030364",1999,17,5,0,32,6,0,0,4,0,2
"112030365",1999,0,0,0,0,0,0,0,0,0,0
"112030366",1999,71,5,3,134,5,0,0,0,0,21
"112030367",1999,83,2,0,147,5,0,0,2,0,29
"112030368",1999,122,6,4,123,9,0,0,4,0,2
"112030369",1999,79,1,1,277,11,0,0,4,0,27
"112030370",1999,41,2,5,69,8,0,0,1,0,24
"112030371",1999,69,5,0,58,4,0,0,7,0,22
"112030372",1999,27,1,0,100,5,0,0,0,0,4
"112030373",1999,57,0,3,81,1,0,0,6,0,13
"112030374",1999,104,4,0,161,7,0,0,10,0,23
"112030375",1999,82,4,3,166,4,0,0,3,0,21
"112030376",1999,53,1,0,109,4,0,0,2,1,17
"112030377",1999,88,2,2,61,7,0,0,3,0,37
"112030378",1999,31,1,0,34,6,0,0,1,0,0
"112030379",1999,139,6,0,225,10,0,0,21,0,29
"112030380",1999,56,2,1,62,4,0,0,2,4,0
"112030381",1999,66,0,0,100,0,0,0,0,0,14
"112030601",1999,46,2,1,174,14,0,0,15,0,14
"112030608",1999,57,1,3,148,14,0,0,1,0,13
"112030610",1999,28,0,1,306,10,0,0,5,0,0
"112030615",1999,57,0,1,132,7,0,0,1,0,28
"112030616",1999,77,2,0,271,12,0,0,202,0,15
"112030617",1999,56,1,10,103,25,0,0,90,0,4
"112030618",1999,77,2,1,728,81,0,0,92,0,46
"112030619",1999,34,3,0,907,29,0,0,47,0,25
"112030620",1999,53,1,5,277,17,0,0,0,1,30
"112031001",1999,41,13,2,38,5,0,0,1,0,8
"112031003",1999,2,1,0,3,1,0,0,0,0,0
"112031004",1999,17,5,0,18,4,0,0,0,0,2
"112031008",1999,14,5,2,33,3,0,0,0,0,3
"112031009",1999,25,7,24,43,2,0,0,0,0,9
"112031010",1999,30,11,8,41,1,0,0,0,0,0
"112031012",1999,16,6,0,16,4,0,0,0,0,4
"112031013",1999,46,15,13,65,2,0,0,0,0,5
"112031014",1999,44,8,0,32,5,0,0,0,0,10
"112031015",1999,41,12,2,27,1,0,0,0,0,0
"112031017",1999,24,7,1,43,2,0,0,0,0,3
"112031018",1999,51,18,57,109,4,0,0,1,0,17
"112031019",1999,91,29,11,105,5,0,0,0,0,9
"112031020",1999,32,10,36,128,4,0,0,0,0,7
"112031304",1999,32,8,3,136,4,0,0,0,1,19
