"NutsID","year","Citrus plantations","Olive plantations","Fresh fruit plantations (excluding citrus plantations)","Fruit plantations (subtropical climate zones)","Nuts plantations","Vineyards","Other permanent crops"
"111160701",1989,2,2,7,0,3,143,0
"111160703",1989,3,22,2,0,0,113,0
"111160704",1989,49,109,43,0,6,236,0
"111160707",1989,6,140,0,0,2,158,0
"111160708",1989,4,8,2,0,1,55,0
"111160709",1989,0,3,0,0,0,35,0
"111160710",1989,12,28,11,3,0,66,0
"111160713",1989,31,159,16,1,5,188,0
"111160714",1989,2,2,6,0,0,91,0
"111160716",1989,13,184,22,1,3,285,0
"111160717",1989,1,68,1,0,1,99,0
"111160718",1989,28,69,7,1,4,196,0
"111160719",1989,15,48,11,1,4,53,0
"111160721",1989,9,9,9,1,0,110,0
"111160724",1989,0,7,2,2,1,95,0
"111160726",1989,11,93,11,1,5,155,0
"111160727",1989,9,19,12,0,3,85,0
"111160728",1989,8,63,1,1,10,92,0
"111160729",1989,4,6,1,0,1,104,0
"111160734",1989,8,31,15,1,2,125,0
"111160737",1989,18,195,22,6,7,320,0
"111160739",1989,12,79,18,0,8,183,0
"111160740",1989,7,13,6,0,0,55,0
"111160742",1989,10,6,7,1,0,48,0
"111160743",1989,1,48,0,0,2,65,0
"111160744",1989,22,60,21,0,10,128,0
"111160745",1989,3,13,2,1,1,52,0
"111160746",1989,0,104,0,0,0,101,0
"111160747",1989,124,204,61,1,61,205,2
"111160750",1989,3,43,4,0,1,107,0
"111160752",1989,7,10,4,3,1,29,0
"111160753",1989,14,25,23,0,2,182,0
"111160754",1989,2,4,12,0,5,182,0
"111160755",1989,5,40,5,0,1,147,1
"111160756",1989,2,8,7,1,2,182,0
"111160757",1989,18,97,12,0,2,220,0
"111160758",1989,50,137,22,1,7,303,0
"111160759",1989,2,1,2,0,2,73,0
"111160760",1989,19,39,13,1,3,228,0
"1111608",1989,36,39,129,5,8,1274,31
"111160802",1989,1,1,1,0,0,59,2
"111160803",1989,1,8,5,1,0,224,0
"111160805",1989,7,1,6,1,1,114,0
"111160806",1989,3,2,4,2,2,55,0
"111160808",1989,24,9,88,0,4,121,28
"111160812",1989,0,1,5,5,2,111,1
"111160816",1989,1,3,6,2,1,82,0
"111160817",1989,6,2,13,0,0,120,1
"111160818",1989,0,4,2,0,0,118,0
"111160819",1989,3,9,3,1,1,136,2
"111160820",1989,2,1,4,1,0,134,0
"1111609",1989,350,836,406,23,18,4130,17
"111160901",1989,2,1,9,3,1,47,0
"111160902",1989,8,6,13,2,3,183,0
"111160903",1989,2,54,3,1,0,61,0
"111160904",1989,11,1,11,1,2,121,1
"111160905",1989,5,0,4,1,0,15,0
"111160908",1989,1,1,7,0,0,70,0
"111160910",1989,1,1,1,0,0,158,0
"111160911",1989,6,1,7,0,0,43,0
"111160914",1989,5,6,9,2,0,84,0
"111160915",1989,2,97,16,2,0,165,0
"111160920",1989,2,96,5,0,0,110,1
"111160922",1989,8,2,6,1,1,54,2
"111160923",1989,2,0,2,2,0,110,0
"111160925",1989,16,12,7,1,0,176,0
"111160926",1989,38,15,32,2,2,160,0
"111160928",1989,74,65,63,1,8,176,13
"111160935",1989,23,16,16,0,0,148,0
"111160938",1989,6,6,6,1,0,141,0
"111160940",1989,3,0,6,1,0,140,1
"111160941",1989,12,22,19,4,0,352,2
"111160942",1989,22,26,12,3,2,147,0
"111160943",1989,18,56,31,4,2,489,0
"111160944",1989,13,3,11,1,0,163,0
"111160945",1989,40,185,43,5,8,262,0
"111160946",1989,42,106,44,2,1,309,0
"111160947",1989,14,73,18,4,9,147,0
"111160948",1989,18,11,36,2,2,111,0
"1111610",1989,2,24,26,4,1,900,0
"111161003",1989,0,2,4,0,0,56,0
"111161004",1989,1,5,5,1,1,152,0
"111161006",1989,1,0,1,0,0,66,0
"111161007",1989,1,0,4,0,0,54,0
"111161009",1989,0,0,0,0,0,81,0
"111161012",1989,1,0,4,1,0,70,0
"111161013",1989,0,1,1,0,0,62,0
"111161016",1989,1,10,3,2,0,123,0
"111161017",1989,0,5,2,0,1,94,0
"111161018",1989,0,1,1,0,0,110,0
"111161019",1989,0,1,3,1,1,32,0
"112",1989,2154,1683,1390,97,299,16683,17
"1120301",1989,728,395,181,14,149,1478,2
"112030102",1989,7,5,8,1,3,61,0
"112030104",1989,7,4,10,1,5,37,1
"112030105",1989,53,9,8,3,5,77,0
"112030107",1989,31,14,13,4,3,46,0
"112030108",1989,31,20,9,2,5,59,0
"112030111",1989,26,30,14,1,24,128,0
"112030112",1989,67,32,9,0,10,89,0
"112030113",1989,9,1,14,1,4,84,1
"112030118",1989,13,5,11,2,8,69,0
"112030119",1989,100,16,8,0,2,110,0
"112030120",1989,71,20,7,1,4,89,0
"112030125",1989,44,27,22,5,8,86,1
"112030126",1989,75,84,9,2,33,195,0
"112030127",1989,56,21,34,10,11,107,0
"112030128",1989,53,36,9,2,10,111,0
"112030129",1989,96,94,8,2,21,130,0
"1120302",1989,351,163,461,20,27,6306,6
"112030201",1989,27,4,19,1,1,69,1
"112030202",1989,3,5,3,0,1,40,0
"112030203",1989,2,1,4,0,1,38,0
"112030205",1989,16,10,23,1,2,68,0
"112030206",1989,2,2,2,0,0,57,0
"112030208",1989,2,0,11,2,0,84,0
"112030209",1989,1,0,6,0,1,17,0
"112030210",1989,0,0,3,1,1,23,0
"112030212",1989,0,3,4,1,0,64,0
"112030213",1989,2,0,3,1,1,33,0
"112030215",1989,6,0,16,2,1,132,0
"112030216",1989,2,2,2,4,0,73,0
"112030218",1989,5,2,4,0,1,95,0
"112030220",1989,7,0,6,0,1,57,0
"112030221",1989,0,2,0,0,0,28,0
"112030224",1989,6,12,9,1,1,118,0
"112030228",1989,1,0,6,0,0,187,0
"112030234",1989,0,0,0,0,0,87,0
"112030235",1989,26,23,22,4,3,191,0
"112030237",1989,1,0,1,0,0,96,0
"112030242",1989,9,4,9,0,0,47,0
"112030243",1989,10,1,24,0,2,110,0
"112030244",1989,2,0,3,0,1,174,0
"112030245",1989,0,0,1,0,0,36,0
"112030247",1989,6,0,18,3,15,102,0
"112030252",1989,8,3,6,1,1,51,0
"112030254",1989,36,13,17,0,1,101,0
"112030255",1989,7,6,5,1,0,133,0
"112030256",1989,0,0,0,0,0,131,0
"112030257",1989,0,0,0,0,0,98,0
"112030259",1989,4,0,8,0,0,74,0
"112030260",1989,26,2,13,2,0,117,1
"112030261",1989,2,0,8,1,0,86,0
"112030263",1989,7,0,6,2,4,90,0
"112030264",1989,58,13,42,0,0,172,0
"112030265",1989,2,0,4,1,0,34,0
"112030268",1989,4,0,4,1,1,40,0
"112030272",1989,6,0,4,1,1,29,0
"112030277",1989,2,0,7,1,1,36,0
"112030279",1989,3,1,4,0,0,46,0
"112030282",1989,1,1,4,2,2,74,0
"112030283",1989,2,0,20,0,0,73,0
"112030287",1989,5,0,7,2,0,138,0
"112030290",1989,28,33,24,0,2,150,0
"112030291",1989,30,32,8,1,1,143,0
"112030292",1989,6,0,22,3,4,105,0
"112030293",1989,9,1,14,1,3,133,3
"112030294",1989,6,11,6,0,1,142,1
"112030295",1989,9,0,7,0,1,128,1
"112030296",1989,14,3,16,3,1,282,2
"112030297",1989,15,7,9,2,3,122,0
"112030298",1989,6,9,9,1,0,112,5
"112030299",1989,7,0,16,0,0,87,0
"1120302FA",1989,11,2,6,0,0,173,0
"1120302FB",1989,12,0,13,0,0,186,0
"1120302FC",1989,9,19,7,0,3,150,0
"1120302FD",1989,5,6,6,0,0,134,0
"1120302FE",1989,6,1,9,3,1,129,0
"1120302FF",1989,7,3,5,1,0,94,0
"1120302FG",1989,23,3,23,3,2,232,0
"1120302FH",1989,134,9,92,4,4,262,0
"1120303",1989,168,73,253,31,56,2349,3
"112030301",1989,22,2,20,7,4,127,0
"112030312",1989,4,0,4,1,2,59,3
"112030313",1989,7,13,10,4,11,66,0
"112030315",1989,6,1,8,0,6,30,0
"112030319",1989,5,2,6,1,5,20,1
"112030322",1989,1,0,1,0,0,23,0
"112030325",1989,3,0,10,1,1,102,0
"112030330",1989,3,0,4,3,2,61,0
"112030331",1989,9,1,16,4,6,84,1
"112030334",1989,4,25,5,0,2,82,0
"112030336",1989,6,0,9,2,1,70,1
"112030338",1989,2,0,12,0,0,46,0
"112030349",1989,1,0,1,0,0,9,0
"112030351",1989,1,0,2,0,1,12,0
"112030354",1989,2,0,8,1,3,60,0
"112030355",1989,2,0,0,0,0,61,0
"112030356",1989,6,1,13,1,3,63,0
"112030357",1989,2,1,1,1,1,37,0
"112030363",1989,9,3,15,4,4,105,0
"112030364",1989,6,1,8,0,0,23,0
"112030365",1989,1,0,1,0,1,1,0
"112030366",1989,16,2,14,2,2,89,0
"112030367",1989,3,2,7,1,0,106,0
"112030368",1989,45,23,16,3,6,129,0
"112030369",1989,16,0,12,2,2,71,0
"112030370",1989,28,20,11,2,3,91,1
"112030371",1989,8,0,13,4,1,70,0
"112030372",1989,2,0,5,3,0,55,0
"112030373",1989,6,0,8,2,1,64,0
"112030374",1989,9,1,25,1,6,114,0
"112030375",1989,1,0,7,1,1,55,2
"112030376",1989,0,0,1,1,0,55,0
"112030377",1989,10,3,6,2,2,60,1
"112030378",1989,8,2,9,1,5,36,1
"112030379",1989,18,0,23,7,3,136,2
"112030380",1989,11,3,3,2,1,61,0
"112030381",1989,5,1,5,1,0,53,0
"1120306",1989,141,86,210,3,12,1536,1
"112030601",1989,10,2,21,1,1,108,0
"112030608",1989,38,45,51,3,2,227,0
"112030610",1989,20,7,24,0,1,109,0
"112030615",1989,2,0,2,0,0,136,0
"112030616",1989,11,0,22,0,0,225,0
"112030617",1989,9,0,13,1,0,89,0
"112030618",1989,168,1,142,1,1,200,1
"112030619",1989,23,1,29,0,1,226,0
"112030620",1989,82,32,89,2,8,216,0
"1120310",1989,197,202,11,1,17,1080,0
"112031001",1989,9,13,7,1,7,52,0
"112031003",1989,0,0,1,0,1,30,0
"112031004",1989,2,3,0,0,3,85,0
"112031008",1989,1,4,2,0,3,68,0
"112031009",1989,18,20,0,1,0,80,0
"112031010",1989,15,10,3,1,0,51,0
"112031012",1989,16,11,1,1,4,42,0
"112031013",1989,36,26,1,0,5,86,0
"112031014",1989,17,11,1,0,0,78,0
"112031015",1989,26,14,0,0,1,82,0
"112031017",1989,21,26,1,0,0,89,0
"112031018",1989,21,19,0,1,4,107,0
"112031019",1989,15,55,2,0,3,119,0
"112031020",1989,9,39,2,0,0,111,0
"1120313",1989,569,764,274,28,38,3934,5
"112031304",1989,11,3,4,2,3,57,0
"112031308",1989,0,0,3,1,1,76,1
"112031309",1989,13,8,5,1,1,141,0
"112031311",1989,2,0,3,4,2,59,0
"112031313",1989,39,48,5,0,0,68,0
"112031316",1989,8,24,3,0,0,119,0
"112031317",1989,5,0,4,2,1,46,0
"112031323",1989,5,4,5,1,2,108,0
"112031324",1989,1,0,1,0,1,32,0
"112031325",1989,1,1,5,0,1,52,0
"112031328",1989,37,38,8,1,3,123,0
"112031330",1989,0,3,5,0,1,56,0
"112031331",1989,3,16,5,0,4,68,0
"112031335",1989,26,3,34,2,3,71,0
"112031337",1989,4,3,3,1,1,37,0
"112031340",1989,0,1,4,1,0,21,0
"112031342",1989,5,5,26,2,2,117,0
"112031350",1989,27,9,13,2,0,120,1
"112031352",1989,7,1,25,0,3,104,0
"112031354",1989,15,1,5,0,3,81,1
"112031355",1989,19,20,6,1,1,110,0
"112031359",1989,2,2,1,0,2,222,0
"112031360",1989,31,256,21,1,10,634,1
"112031361",1989,64,41,7,1,3,114,0
"112031362",1989,15,17,10,3,1,110,1
"112031363",1989,52,35,8,2,3,98,0
"112031364",1989,4,19,3,2,2,92,0
"112031365",1989,23,37,4,1,4,94,0
"112031366",1989,40,12,39,11,5,184,2
"112031367",1989,58,52,9,0,6,189,0
"112031368",1989,15,18,1,0,0,86,0
"112031369",1989,28,86,2,2,3,287,0
"112031370",1989,18,8,23,4,2,166,1
"119",1989,999,2809,929,71,258,15359,22
"1190304",1989,82,1036,73,1,26,1953,0
"119030401",1989,3,58,5,0,5,88,0
"119030404",1989,2,36,2,0,1,79,0
"119030405",1989,0,6,0,0,3,122,0
"119030406",1989,1,50,7,1,5,135,0
"119030407",1989,43,178,3,0,0,308,0
"119030408",1989,2,55,39,0,7,86,0
"119030413",1989,2,52,2,1,0,100,0
"119030415",1989,5,123,6,0,4,178,0
"119030418",1989,2,113,2,0,3,155,0
"119030419",1989,17,67,6,0,5,164,0
"119030420",1989,0,24,0,0,10,118,0
"119030421",1989,10,275,10,0,6,420,0
"1190307",1989,134,191,54,2,9,2663,1
"119030705",1989,1,2,3,0,0,55,0
"119030708",1989,0,16,4,1,1,104,0
"119030709",1989,2,0,4,1,1,85,1
"119030712",1989,0,2,2,0,0,55,0
"119030714",1989,2,1,2,0,0,98,0
"119030716",1989,0,1,0,0,0,33,0
"119030719",1989,0,0,0,0,0,80,0
"119030722",1989,1,1,1,0,0,91,0
"119030723",1989,0,0,3,0,0,86,1
"119030724",1989,1,1,1,0,1,84,0
"119030725",1989,0,0,0,0,0,38,1
"119030726",1989,2,0,7,0,1,54,0
"119030728",1989,0,24,3,0,3,138,1
"119030729",1989,4,7,4,0,2,67,0
"119030730",1989,3,2,7,0,0,109,0
"119030733",1989,1,4,2,0,1,162,0
"119030736",1989,0,0,0,0,0,54,0
"119030737",1989,0,1,1,0,1,183,0
"119030738",1989,65,64,10,3,5,190,0
"119030739",1989,5,3,8,2,1,76,0
"119030740",1989,1,0,6,0,0,119,0
"119030741",1989,1,0,3,1,0,114,0
"119030742",1989,58,63,2,0,1,180,0
"119030743",1989,2,14,0,1,0,168,0
"119030744",1989,1,3,1,0,1,242,0
"1190308",1989,151,66,260,27,35,3169,3
"119030801",1989,1,0,1,0,0,32,0
"119030804",1989,1,0,2,1,0,28,0
"119030806",1989,0,0,5,0,0,39,0
"119030807",1989,3,0,13,1,1,69,0
"119030808",1989,1,0,4,1,0,47,0
"119030812",1989,6,1,3,2,0,43,0
"119030813",1989,1,0,1,0,0,31,0
"119030815",1989,7,1,7,2,2,58,0
"119030820",1989,5,1,3,1,2,69,0
"119030821",1989,3,0,2,1,1,18,1
"119030823",1989,4,1,3,0,3,40,0
"119030824",1989,4,0,3,0,0,90,0
"119030827",1989,11,4,8,1,0,75,0
"119030828",1989,3,0,12,2,1,50,0
"119030830",1989,1,0,0,0,0,60,0
"119030831",1989,5,0,17,2,4,68,0
"119030832",1989,1,0,3,0,0,46,0
"119030835",1989,8,0,4,0,0,43,0
"119030836",1989,2,0,7,0,1,39,1
"119030837",1989,6,0,7,1,0,58,0
"119030838",1989,9,0,15,0,2,114,0
"119030840",1989,6,1,19,2,4,58,1
"119030842",1989,0,0,3,0,0,35,0
"119030850",1989,3,0,1,0,0,29,0
"119030854",1989,10,0,8,1,0,44,0
"119030857",1989,3,1,3,0,0,27,0
"119030858",1989,8,0,9,2,1,61,0
"119030865",1989,17,32,21,0,14,124,0
"119030866",1989,3,0,8,0,0,58,0
"119030868",1989,11,1,12,4,3,60,0
"119030871",1989,2,0,7,1,0,69,0
"119030875",1989,5,1,7,2,1,108,0
"119030876",1989,10,0,11,2,4,117,0
"119030877",1989,15,17,8,1,4,88,0
"119030878",1989,2,0,1,1,1,171,0
"119030879",1989,4,1,4,1,0,73,0
"119030880",1989,13,2,7,3,1,98,1
"119030881",1989,1,0,4,1,1,41,0
"119030882",1989,7,1,3,1,1,47,0
"119030883",1989,6,0,10,2,0,94,0
"119030884",1989,0,0,0,0,0,4,0
"119030885",1989,4,0,2,1,0,35,0
"119030886",1989,13,0,15,1,2,90,0
"119030887",1989,8,0,16,2,2,85,0
"119030888",1989,13,2,5,0,2,72,0
"119030889",1989,4,1,3,0,2,85,1
"119030890",1989,10,2,8,2,3,171,0
"119030891",1989,7,2,8,0,1,108,0
"1190309",1989,369,560,155,10,57,1831,2
"119030906",1989,25,39,24,0,5,48,0
"119030908",1989,43,43,19,0,1,59,2
"119030912",1989,7,8,3,0,5,46,0
"119030913",1989,3,7,5,0,0,197,0
"119030914",1989,33,40,12,0,1,70,1
"119030915",1989,5,15,4,0,1,66,1
"119030917",1989,25,31,6,0,2,55,0
"119030919",1989,13,13,11,3,3,65,0
"119030921",1989,3,17,1,0,1,74,0
"119030922",1989,9,4,4,0,3,38,2
"119030923",1989,17,24,2,2,5,33,0
"119030924",1989,0,15,0,0,0,141,1
"119030925",1989,7,33,0,0,0,121,0
"119030926",1989,14,15,5,0,6,56,0
"119030927",1989,9,16,4,0,5,49,0
"119030929",1989,15,21,1,0,5,70,0
"119030930",1989,21,37,8,3,3,76,1
"119030931",1989,25,51,11,0,1,97,0
"119030932",1989,17,9,9,5,4,133,0
"119030933",1989,5,18,2,0,1,86,0
"119030934",1989,46,58,22,0,12,131,0
"119030935",1989,53,62,7,1,5,120,0
"1190311",1989,179,513,166,0,118,1899,6
"119031105",1989,39,91,43,0,50,110,4
"119031107",1989,5,55,14,0,13,83,1
"119031108",1989,1,51,0,1,0,170,0
"119031109",1989,2,6,0,0,0,72,0
"119031110",1989,0,8,3,0,0,113,0
"119031111",1989,44,38,11,0,2,55,0
"119031112",1989,0,15,1,0,0,93,0
"119031113",1989,1,101,7,0,2,242,0
"119031115",1989,0,13,0,0,0,87,1
"119031118",1989,0,13,1,0,0,91,0
"119031120",1989,2,8,3,1,2,95,0
"119031122",1989,0,9,1,1,2,86,0
"119031123",1989,1,46,1,0,0,138,0
"119031124",1989,45,72,43,0,4,93,0
"119031125",1989,0,12,2,0,0,247,0
"119031126",1989,46,64,47,0,48,124,0
"1190312",1989,71,0,184,28,7,2486,9
"119031204",1989,4,0,9,2,1,32,0
"119031206",1989,5,0,4,1,2,30,0
"119031210",1989,3,0,5,3,1,44,0
"119031212",1989,8,0,6,6,0,62,1
"119031213",1989,2,0,8,1,0,24,0
"119031215",1989,4,0,9,0,3,153,0
"119031216",1989,8,1,10,4,2,61,0
"119031219",1989,3,0,7,1,1,89,0
"119031221",1989,8,0,6,3,0,49,0
"119031223",1989,1,0,7,1,0,84,0
"119031224",1989,4,0,11,1,2,31,0
"119031225",1989,1,0,2,0,0,28,0
"119031227",1989,6,0,9,1,0,111,0
"119031230",1989,1,0,5,0,0,24,0
"119031232",1989,3,0,3,0,1,32,0
"119031233",1989,12,0,7,0,1,82,1
"119031234",1989,0,0,2,2,0,10,0
"119031235",1989,8,0,11,3,0,61,0
"119031239",1989,4,0,5,0,0,46,0
"119031241",1989,3,0,4,1,1,57,0
"119031242",1989,3,0,1,0,1,16,0
"119031247",1989,4,0,10,1,0,61,0
"119031249",1989,2,0,4,1,0,95,5
"119031250",1989,6,0,9,1,1,58,0
"119031251",1989,6,3,5,1,2,211,1
"119031252",1989,5,0,14,1,3,57,0
"119031253",1989,5,0,12,2,0,53,0
"119031254",1989,11,0,16,2,4,77,0
"119031255",1989,10,0,16,3,0,216,0
"119031256",1989,17,0,6,2,3,141,0
"119031257",1989,6,0,6,0,0,55,0
"119031258",1989,2,0,8,1,3,47,1
"119031259",1989,17,0,8,5,3,190,0
"119031260",1989,12,0,15,4,1,99,1
"1190314",1989,10,1,30,3,1,361,0
"119031401",1989,5,1,11,1,4,52,0
"119031404",1989,2,0,3,0,0,44,0
"119031406",1989,1,0,3,1,1,40,0
"119031408",1989,1,0,8,1,0,76,0
"119031409",1989,7,1,5,3,3,149,1
"1191705",1989,3,442,7,0,5,997,1
"119170501",1989,9,50,9,1,11,211,0
"119170502",1989,0,67,1,0,1,126,0
"119170505",1989,1,45,3,0,1,211,0
"119170508",1989,3,164,2,1,4,197,0
"119170509",1989,1,74,0,0,8,101,1
"119170510",1989,16,64,19,0,37,151,0
"11A",1989,948,345,1703,248,106,17393,22
"11A0104",1989,24,291,91,0,18,2440,0
"11A010402",1989,2,31,2,0,5,156,0
"11A010407",1989,7,14,12,1,5,185,0
"11A010409",1989,7,26,12,0,0,165,0
"11A010411",1989,1,7,1,0,0,117,0
"11A010413",1989,8,21,31,4,6,176,0
"11A010414",1989,5,52,8,1,6,184,0
"11A010415",1989,3,22,38,1,18,193,0
"11A010416",1989,4,49,17,1,5,190,0
"11A010417",1989,0,2,1,0,0,98,0
"11A010418",1989,17,48,29,3,27,165,0
"11A010419",1989,3,49,4,0,1,157,0
"11A010420",1989,2,11,10,1,5,45,0
"11A010421",1989,4,56,20,3,12,314,0
"11A010422",1989,0,6,0,0,0,61,0
"11A010423",1989,1,74,2,1,4,154,0
"11A010424",1989,1,33,0,0,0,80,0
"11A0107",1989,0,0,2,0,0,24,0
"11A010702",1989,0,0,0,0,0,0,0
"11A010704",1989,0,0,0,0,0,2,0
"11A010705",1989,1,0,1,0,0,3,0
"11A010706",1989,4,0,5,2,0,19,0
"11A0109",1989,104,1,117,19,4,1641,0
"11A010901",1989,1,0,1,0,0,101,0
"11A010902",1989,6,0,6,1,1,55,0
"11A010904",1989,3,0,5,2,0,24,0
"11A010907",1989,0,0,1,0,0,18,0
"11A010908",1989,2,0,3,0,1,11,0
"11A010913",1989,2,0,2,1,0,18,0
"11A010914",1989,1,0,1,0,1,42,0
"11A010916",1989,10,0,7,3,0,22,0
"11A010917",1989,1,0,1,0,0,5,0
"11A010918",1989,11,0,11,0,0,14,0
"11A010919",1989,6,0,7,3,0,12,0
"11A010921",1989,0,0,0,0,0,18,0
"11A010922",1989,7,0,9,1,1,186,0
"11A010924",1989,0,0,2,1,0,10,0
"11A010925",1989,1,0,2,0,0,3,0
"11A010926",1989,1,0,1,0,0,17,0
"11A010932",1989,1,0,3,0,1,62,0
"11A010933",1989,0,1,4,4,0,527,0
"11A010934",1989,1,1,3,2,0,268,0
"11A010935",1989,39,0,39,2,3,134,0
"11A010936",1989,14,0,10,5,4,94,0
"11A0113",1989,83,36,121,6,3,1835,1
"11A011301",1989,5,0,15,5,1,197,1
"11A011302",1989,5,0,9,2,0,69,0
"11A011303",1989,17,0,24,7,2,135,0
"11A011304",1989,10,0,10,0,1,221,0
"11A011305",1989,2,0,4,2,2,30,0
"11A011310",1989,14,0,15,8,4,193,0
"11A011315",1989,32,0,29,2,1,111,0
