"NutsID","year","Citrus plantations","Olive plantations","Fresh fruit plantations (excluding citrus plantations)","Fruit plantations (subtropical climate zones)","Nuts plantations","Vineyards","Other permanent crops","region_name"
"111160719",2009,0,0,0,0,2,14,0,Feitosa
"111160721",2009,1,3,1,0,0,16,0,Fontão
"111160724",2009,0,2,0,0,0,10,0,Friastelas
"111160726",2009,1,4,1,0,3,29,0,Gandra
"111160727",2009,1,4,2,0,6,29,0,Gemieira
"111160728",2009,1,1,0,0,8,26,0,Gondufe
"111160729",2009,0,0,0,0,0,10,0,Labruja
"111160734",2009,0,0,1,2,0,20,0,Poiares
"111160737",2009,2,10,5,6,17,105,0,Refóios do Lima
"111160739",2009,2,3,1,1,3,33,0,Ribeira
"111160740",2009,0,2,0,0,0,12,0,Sá
"111160742",2009,1,1,0,0,1,6,0,Santa Comba
"111160743",2009,0,2,0,0,1,5,0,Santa Cruz do Lima
"111160744",2009,0,4,0,0,1,10,0,Rebordões (Santa Maria)
"111160745",2009,0,1,1,4,0,16,0,Seara
"111160746",2009,0,1,0,0,2,8,0,Serdedelo
"111160747",2009,2,4,1,3,3,17,0,Rebordões (Souto)
"111160750",2009,1,3,1,0,8,21,0,Vitorino das Donas
"111160752",2009,0,0,0,1,0,17,0,Arca e Ponte de Lima
"111160753",2009,1,2,2,0,4,48,0,"Ardegão, Freixo e Mato"
"111160754",2009,0,1,16,0,11,17,0,Associação de freguesias do Vale do Neiva
"111160755",2009,0,0,0,0,0,25,0,Bárrio e Cepões
"111160756",2009,1,5,1,1,0,15,0,Cabaços e Fojo Lobal
"111160757",2009,1,5,1,0,4,53,0,Cabração e Moreira do Lima
"111160758",2009,2,5,5,5,14,50,0,Fornelos e Queijada
"111160759",2009,0,0,0,0,1,2,0,"Labrujó, Rendufe e Vilar do Monte"
"111160760",2009,0,5,2,0,2,22,0,Navió e Vitorino dos Piães
"111160802",2009,0,0,0,0,1,9,0,Boivão
"111160803",2009,0,0,0,0,0,12,0,Cerdal
"111160805",2009,0,0,0,27,0,29,0,Fontoura
"111160806",2009,0,0,0,0,0,10,0,Friestas
"111160808",2009,2,0,0,43,0,42,0,Ganfei
"111160812",2009,0,0,0,0,0,11,0,São Pedro da Torre
"111160816",2009,0,0,0,1,0,12,0,Verdoejo
"111160817",2009,0,0,0,0,0,20,0,União das freguesias de Gandra e Taião
"111160818",2009,0,0,0,0,0,21,0,União das freguesias de Gondomil e Sanfins
"111160819",2009,0,0,0,0,0,40,0,União das freguesias de São Julião e Silva
"111160820",2009,0,0,1,0,0,14,0,"União das freguesias de Valença, Cristelo Covo e Arão"
"111160901",2009,0,0,0,0,0,1,0,Afife
"111160902",2009,0,0,0,0,0,4,0,Alvarães
"111160903",2009,0,2,0,0,0,3,0,Amonde
"111160904",2009,0,0,0,0,1,44,0,Anha
"111160905",2009,0,0,0,0,0,1,0,Areosa
"111160908",2009,0,0,0,0,0,1,0,Carreço
"111160910",2009,0,0,0,0,0,1,0,Castelo do Neiva
"111160911",2009,0,0,0,0,0,6,0,Darque
"111160914",2009,0,0,1,0,1,7,0,Freixieiro de Soutelo
"111160915",2009,0,5,1,0,1,14,0,Lanheses
"111160920",2009,0,2,1,0,0,4,0,Montaria
"111160922",2009,0,0,1,0,0,4,0,Mujães
"111160923",2009,0,0,0,0,0,2,0,São Romão de Neiva
"111160925",2009,0,0,0,0,0,23,0,Outeiro
"111160926",2009,2,1,3,0,1,30,0,Perre
"111160928",2009,1,3,0,0,4,16,0,Santa Marta de Portuzelo
"111160935",2009,0,0,0,0,0,12,0,Vila Franca
"111160938",2009,0,1,0,0,0,20,0,Vila de Punhe
"111160940",2009,0,0,0,0,0,5,6,Chafé
"111160941",2009,1,1,1,0,1,18,0,União das freguesias de Barroselas e Carvoeiro
"111160942",2009,0,2,1,2,1,9,0,União das freguesias de Cardielos e Serreleis
"111160943",2009,2,6,2,0,5,79,0,"União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão"
"111160944",2009,0,0,0,0,0,7,4,União das freguesias de Mazarefes e Vila Fria
"111160945",2009,1,10,1,10,1,18,0,"União das freguesias de Nogueira, Meixedo e Vilar de Murteda"
"111160946",2009,2,4,2,1,0,35,0,"União das freguesias de Subportela, Deocriste e Portela Susã"
"111160947",2009,1,2,1,2,1,14,0,União das freguesias de Torre e Vila Mou
"111160948",2009,1,1,0,0,0,10,0,União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela
"111161003",2009,0,0,1,0,0,6,0,Cornes
"111161004",2009,0,0,3,0,0,3,0,Covas
"111161006",2009,0,0,0,0,0,2,0,Gondarém
"111161007",2009,0,0,2,0,0,1,0,Loivo
"111161009",2009,0,0,0,0,0,2,0,Mentrestido
"111161012",2009,0,0,0,0,0,2,0,Sapardos
"111161013",2009,0,0,0,0,0,4,0,Sopo
"111161016",2009,0,0,0,0,0,4,0,União das freguesias de Campos e Vila Meã
"111161017",2009,0,0,0,0,0,1,0,União das freguesias de Candemil e Gondar
"111161018",2009,0,0,0,0,0,3,0,União das freguesias de Reboreda e Nogueira
"111161019",2009,0,0,1,0,0,3,0,União das freguesias de Vila Nova de Cerveira e Lovelhe
"112030102",2009,1,1,2,0,0,8,0,Barreiros
"112030104",2009,0,0,0,0,0,2,0,Bico
"112030105",2009,15,3,2,1,0,15,0,Caires
"112030107",2009,5,0,15,38,7,95,0,Carrazedo
"112030108",2009,14,2,2,9,1,25,0,Dornelas
"112030111",2009,4,0,2,1,0,27,0,Fiscal
"112030112",2009,13,3,1,0,1,16,0,Goães
"112030113",2009,0,0,0,0,0,16,0,Lago
"112030118",2009,1,0,1,5,0,76,0,Rendufe
"112030119",2009,6,0,1,0,0,12,0,Bouro (Santa Maria)
"112030120",2009,7,2,1,0,0,17,0,Bouro (Santa Marta)
"112030125",2009,5,2,4,1,1,20,0,União das freguesias de Amares e Figueiredo
"112030126",2009,2,0,1,4,0,24,0,"União das freguesias de Caldelas, Sequeiros e Paranhos"
"112030127",2009,9,2,10,17,2,81,3,"União das freguesias de Ferreiros, Prozelo e Besteiros"
"112030128",2009,3,1,1,0,0,16,0,União das freguesias de Torre e Portela
"112030129",2009,11,13,3,2,1,39,0,"União das freguesias de Vilela, Seramil e Paredes Secas"
"112030201",2009,0,0,0,0,1,10,0,Abade de Neiva
"112030202",2009,0,0,0,0,0,2,0,Aborim
"112030203",2009,0,0,1,0,0,8,0,Adães
"112030205",2009,0,0,0,0,0,9,0,Airó
"112030206",2009,0,0,0,0,0,6,0,Aldreu
"112030208",2009,0,0,0,0,0,8,0,Alvelos
"112030209",2009,0,0,0,0,0,1,0,Arcozelo
"112030210",2009,0,0,0,0,0,6,0,Areias
"112030212",2009,0,0,0,0,0,3,0,Balugães
"112030213",2009,0,0,0,0,0,2,0,Barcelinhos
"112030215",2009,0,0,0,0,0,3,0,Barqueiros
"112030216",2009,0,0,0,1,0,8,0,Cambeses
"112030218",2009,0,0,1,0,1,9,0,Carapeços
"112030220",2009,0,0,0,0,0,2,0,Carvalhal
"112030221",2009,0,0,0,0,0,9,0,Carvalhas
"112030224",2009,0,0,0,0,0,9,0,Cossourado
"112030228",2009,0,0,0,0,0,5,0,Cristelo
"112030234",2009,0,0,0,1,0,6,0,Fornelos
"112030235",2009,0,0,0,0,1,10,0,Fragoso
"112030237",2009,0,0,0,0,0,7,0,Gilmonde
"112030242",2009,0,0,0,0,0,3,0,Lama
"112030243",2009,0,0,0,0,0,6,0,Lijó
"112030244",2009,0,0,0,0,0,11,0,Macieira de Rates
"112030245",2009,0,0,0,0,0,28,0,Manhente
"112030247",2009,0,0,1,0,1,5,0,Martim
"112030252",2009,1,0,1,1,0,13,0,Moure
"112030254",2009,1,0,3,0,0,3,0,Oliveira
"112030255",2009,0,0,0,0,0,4,0,Palme
"112030256",2009,0,0,0,0,0,6,0,Panque
"112030257",2009,0,0,0,0,0,24,0,Paradela
"112030259",2009,0,0,0,0,0,8,0,Pereira
"112030260",2009,1,0,1,3,0,12,0,Perelhal
"112030261",2009,0,0,0,0,0,12,0,Pousa
"112030263",2009,1,0,4,0,5,29,0,Remelhe
"112030264",2009,1,2,0,0,0,12,0,Roriz
"112030265",2009,0,0,0,0,0,3,0,Rio Covo (Santa Eugénia)
"112030268",2009,0,0,0,0,0,3,0,Galegos (Santa Maria)
"112030272",2009,0,0,0,0,0,5,0,Galegos (São Martinho)
"112030277",2009,0,0,0,0,0,1,0,Tamel (São Veríssimo)
"112030279",2009,0,0,5,0,3,5,0,Silva
"112030282",2009,0,0,0,3,0,24,0,Ucha
"112030283",2009,0,0,1,0,0,11,0,Várzea
"112030287",2009,0,0,0,0,0,6,0,Vila Seca
"112030290",2009,0,1,0,0,0,8,0,União das freguesias de Alheira e Igreja Nova
"112030291",2009,5,1,2,1,1,10,0,União das freguesias de Alvito (São Pedro e São Martinho) e Couto
"112030292",2009,1,0,3,4,1,36,0,União das freguesias de Areias de Vilar e Encourados
"112030293",2009,1,0,0,3,0,27,0,"União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)"
"112030294",2009,0,0,0,0,0,18,0,União das freguesias de Campo e Tamel (São Pedro Fins)
"112030295",2009,0,0,1,1,0,42,6,União das freguesias de Carreira e Fonte Coberta
"112030296",2009,0,0,0,0,0,29,0,"União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral"
"112030297",2009,1,0,3,2,0,30,0,União das freguesias de Creixomil e Mariz
"112030298",2009,0,0,0,1,0,62,1,União das freguesias de Durrães e Tregosa
"112030299",2009,0,0,0,0,1,25,0,União das freguesias de Gamil e Midões
"1120302FA",2009,0,5,0,0,1,13,0,"União das freguesias de Milhazes, Vilar de Figos e Faria"
"1120302FB",2009,0,0,0,0,0,27,0,União das freguesias de Negreiros e Chavão
"1120302FC",2009,0,0,0,0,1,6,0,União das freguesias de Quintiães e Aguiar
