Nuts_region_perm,NutsID,region_name,Perm_crop,Area_1989,Area_1999,Area_2009,Area_2019
187070525_União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe_Olive plantations,187070525,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Olive plantations,383,383,403,626
187070525_União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe_Fresh fruit plantations (excluding citrus plantations),187070525,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Fresh fruit plantations (excluding citrus plantations),9,5,3,1
187070525_União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe_Fruit plantations (subtropical climate zones),187070525,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Fruit plantations (subtropical climate zones),0,0,0,11
187070525_União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe_Nuts plantations,187070525,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Nuts plantations,4,1,68,198
187070525_União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe_Vineyards,187070525,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Vineyards,21,35,50,61
187070525_União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe_Other permanent crops,187070525,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,Other permanent crops,0,0,0,0
187070526_União das freguesias de São Manços e São Vicente do Pigeiro_Citrus plantations,187070526,União das freguesias de São Manços e São Vicente do Pigeiro,Citrus plantations,3,3,0,2
187070526_União das freguesias de São Manços e São Vicente do Pigeiro_Olive plantations,187070526,União das freguesias de São Manços e São Vicente do Pigeiro,Olive plantations,1004,599,746,2587
187070526_União das freguesias de São Manços e São Vicente do Pigeiro_Fresh fruit plantations (excluding citrus plantations),187070526,União das freguesias de São Manços e São Vicente do Pigeiro,Fresh fruit plantations (excluding citrus plantations),5,1,2,1
187070526_União das freguesias de São Manços e São Vicente do Pigeiro_Fruit plantations (subtropical climate zones),187070526,União das freguesias de São Manços e São Vicente do Pigeiro,Fruit plantations (subtropical climate zones),0,0,0,0
187070526_União das freguesias de São Manços e São Vicente do Pigeiro_Nuts plantations,187070526,União das freguesias de São Manços e São Vicente do Pigeiro,Nuts plantations,0,1,0,864
187070526_União das freguesias de São Manços e São Vicente do Pigeiro_Vineyards,187070526,União das freguesias de São Manços e São Vicente do Pigeiro,Vineyards,318,743,1072,776
187070526_União das freguesias de São Manços e São Vicente do Pigeiro_Other permanent crops,187070526,União das freguesias de São Manços e São Vicente do Pigeiro,Other permanent crops,9,3,0,0
187070527_União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé_Citrus plantations,187070527,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,Citrus plantations,3,3,1,2
187070527_União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé_Olive plantations,187070527,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,Olive plantations,416,241,281,434
187070527_União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé_Fresh fruit plantations (excluding citrus plantations),187070527,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,Fresh fruit plantations (excluding citrus plantations),0,6,3,0
187070527_União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé_Fruit plantations (subtropical climate zones),187070527,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,Fruit plantations (subtropical climate zones),0,0,0,0
187070527_União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé_Nuts plantations,187070527,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,Nuts plantations,0,0,0,26
187070527_União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé_Vineyards,187070527,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,Vineyards,180,51,17,56
187070527_União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé_Other permanent crops,187070527,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,Other permanent crops,0,0,0,0
187070601_Cabrela_Citrus plantations,187070601,Cabrela,Citrus plantations,3,1,1,2
187070601_Cabrela_Olive plantations,187070601,Cabrela,Olive plantations,125,195,218,69
187070601_Cabrela_Fresh fruit plantations (excluding citrus plantations),187070601,Cabrela,Fresh fruit plantations (excluding citrus plantations),5,3,2,1
187070601_Cabrela_Fruit plantations (subtropical climate zones),187070601,Cabrela,Fruit plantations (subtropical climate zones),0,0,0,0
187070601_Cabrela_Nuts plantations,187070601,Cabrela,Nuts plantations,0,0,1001,1927
187070601_Cabrela_Vineyards,187070601,Cabrela,Vineyards,12,1,17,2
187070601_Cabrela_Other permanent crops,187070601,Cabrela,Other permanent crops,0,0,0,0
187070605_Santiago do Escoural_Citrus plantations,187070605,Santiago do Escoural,Citrus plantations,21,13,3,2
187070605_Santiago do Escoural_Olive plantations,187070605,Santiago do Escoural,Olive plantations,400,357,326,449
187070605_Santiago do Escoural_Fresh fruit plantations (excluding citrus plantations),187070605,Santiago do Escoural,Fresh fruit plantations (excluding citrus plantations),1,3,17,60
187070605_Santiago do Escoural_Fruit plantations (subtropical climate zones),187070605,Santiago do Escoural,Fruit plantations (subtropical climate zones),0,0,0,0
187070605_Santiago do Escoural_Nuts plantations,187070605,Santiago do Escoural,Nuts plantations,1,2,0,70
187070605_Santiago do Escoural_Vineyards,187070605,Santiago do Escoural,Vineyards,1,76,76,61
187070605_Santiago do Escoural_Other permanent crops,187070605,Santiago do Escoural,Other permanent crops,0,0,0,0
187070606_São Cristóvão_Citrus plantations,187070606,São Cristóvão,Citrus plantations,1,1,0,51
187070606_São Cristóvão_Olive plantations,187070606,São Cristóvão,Olive plantations,304,261,274,172
187070606_São Cristóvão_Fresh fruit plantations (excluding citrus plantations),187070606,São Cristóvão,Fresh fruit plantations (excluding citrus plantations),0,1,0,0
187070606_São Cristóvão_Fruit plantations (subtropical climate zones),187070606,São Cristóvão,Fruit plantations (subtropical climate zones),0,0,0,0
187070606_São Cristóvão_Nuts plantations,187070606,São Cristóvão,Nuts plantations,0,0,0,37
187070606_São Cristóvão_Vineyards,187070606,São Cristóvão,Vineyards,2,6,4,32
187070606_São Cristóvão_Other permanent crops,187070606,São Cristóvão,Other permanent crops,3,0,0,27
187070607_Ciborro_Citrus plantations,187070607,Ciborro,Citrus plantations,0,1,0,1
187070607_Ciborro_Olive plantations,187070607,Ciborro,Olive plantations,181,125,131,48
187070607_Ciborro_Fresh fruit plantations (excluding citrus plantations),187070607,Ciborro,Fresh fruit plantations (excluding citrus plantations),80,0,0,0
187070607_Ciborro_Fruit plantations (subtropical climate zones),187070607,Ciborro,Fruit plantations (subtropical climate zones),0,0,0,0
187070607_Ciborro_Nuts plantations,187070607,Ciborro,Nuts plantations,0,0,0,0
187070607_Ciborro_Vineyards,187070607,Ciborro,Vineyards,0,0,0,3
187070607_Ciborro_Other permanent crops,187070607,Ciborro,Other permanent crops,0,0,0,0
187070610_Foros de Vale de Figueira_Citrus plantations,187070610,Foros de Vale de Figueira,Citrus plantations,2,1,0,32
187070610_Foros de Vale de Figueira_Olive plantations,187070610,Foros de Vale de Figueira,Olive plantations,105,115,139,172
187070610_Foros de Vale de Figueira_Fresh fruit plantations (excluding citrus plantations),187070610,Foros de Vale de Figueira,Fresh fruit plantations (excluding citrus plantations),0,2,0,125
187070610_Foros de Vale de Figueira_Fruit plantations (subtropical climate zones),187070610,Foros de Vale de Figueira,Fruit plantations (subtropical climate zones),0,0,0,0
187070610_Foros de Vale de Figueira_Nuts plantations,187070610,Foros de Vale de Figueira,Nuts plantations,1,0,42,118
187070610_Foros de Vale de Figueira_Vineyards,187070610,Foros de Vale de Figueira,Vineyards,0,0,0,1
187070610_Foros de Vale de Figueira_Other permanent crops,187070610,Foros de Vale de Figueira,Other permanent crops,0,0,0,0
187070611_União das freguesias de Cortiçadas de Lavre e Lavre_Citrus plantations,187070611,União das freguesias de Cortiçadas de Lavre e Lavre,Citrus plantations,5,2,0,0
187070611_União das freguesias de Cortiçadas de Lavre e Lavre_Olive plantations,187070611,União das freguesias de Cortiçadas de Lavre e Lavre,Olive plantations,257,194,138,209
187070611_União das freguesias de Cortiçadas de Lavre e Lavre_Fresh fruit plantations (excluding citrus plantations),187070611,União das freguesias de Cortiçadas de Lavre e Lavre,Fresh fruit plantations (excluding citrus plantations),4,3,1,0
187070611_União das freguesias de Cortiçadas de Lavre e Lavre_Fruit plantations (subtropical climate zones),187070611,União das freguesias de Cortiçadas de Lavre e Lavre,Fruit plantations (subtropical climate zones),0,0,0,52
187070611_União das freguesias de Cortiçadas de Lavre e Lavre_Nuts plantations,187070611,União das freguesias de Cortiçadas de Lavre e Lavre,Nuts plantations,0,0,297,1963
187070611_União das freguesias de Cortiçadas de Lavre e Lavre_Vineyards,187070611,União das freguesias de Cortiçadas de Lavre e Lavre,Vineyards,46,62,28,6
187070611_União das freguesias de Cortiçadas de Lavre e Lavre_Other permanent crops,187070611,União das freguesias de Cortiçadas de Lavre e Lavre,Other permanent crops,0,0,0,0
"187070612_União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras_Citrus plantations",187070612,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Citrus plantations,14,8,3,15
"187070612_União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras_Olive plantations",187070612,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Olive plantations,1696,1380,1295,1047
"187070612_União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras_Fresh fruit plantations (excluding citrus plantations)",187070612,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Fresh fruit plantations (excluding citrus plantations),26,10,4,9
"187070612_União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras_Fruit plantations (subtropical climate zones)",187070612,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Fruit plantations (subtropical climate zones),0,1,1,15
"187070612_União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras_Nuts plantations",187070612,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Nuts plantations,1,5,16,251
"187070612_União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras_Vineyards",187070612,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Vineyards,314,197,405,526
"187070612_União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras_Other permanent crops",187070612,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Other permanent crops,47,56,1,84
187070701_Brotas_Citrus plantations,187070701,Brotas,Citrus plantations,3,0,0,0
187070701_Brotas_Olive plantations,187070701,Brotas,Olive plantations,291,241,170,109
187070701_Brotas_Fresh fruit plantations (excluding citrus plantations),187070701,Brotas,Fresh fruit plantations (excluding citrus plantations),1,0,7,0
187070701_Brotas_Fruit plantations (subtropical climate zones),187070701,Brotas,Fruit plantations (subtropical climate zones),0,0,0,0
187070701_Brotas_Nuts plantations,187070701,Brotas,Nuts plantations,0,0,36,96
187070701_Brotas_Vineyards,187070701,Brotas,Vineyards,0,0,0,0
187070701_Brotas_Other permanent crops,187070701,Brotas,Other permanent crops,0,0,0,0
187070702_Cabeção_Citrus plantations,187070702,Cabeção,Citrus plantations,10,5,1,0
187070702_Cabeção_Olive plantations,187070702,Cabeção,Olive plantations,190,179,158,100
187070702_Cabeção_Fresh fruit plantations (excluding citrus plantations),187070702,Cabeção,Fresh fruit plantations (excluding citrus plantations),21,2,0,1
187070702_Cabeção_Fruit plantations (subtropical climate zones),187070702,Cabeção,Fruit plantations (subtropical climate zones),0,0,0,0
187070702_Cabeção_Nuts plantations,187070702,Cabeção,Nuts plantations,0,1,11,180
187070702_Cabeção_Vineyards,187070702,Cabeção,Vineyards,101,74,122,70
187070702_Cabeção_Other permanent crops,187070702,Cabeção,Other permanent crops,0,0,0,0
187070703_Mora_Citrus plantations,187070703,Mora,Citrus plantations,19,9,9,71
187070703_Mora_Olive plantations,187070703,Mora,Olive plantations,211,94,118,45
187070703_Mora_Fresh fruit plantations (excluding citrus plantations),187070703,Mora,Fresh fruit plantations (excluding citrus plantations),32,2,3,131
187070703_Mora_Fruit plantations (subtropical climate zones),187070703,Mora,Fruit plantations (subtropical climate zones),0,0,0,0
187070703_Mora_Nuts plantations,187070703,Mora,Nuts plantations,2,0,20,1427
187070703_Mora_Vineyards,187070703,Mora,Vineyards,4,4,4,23
187070703_Mora_Other permanent crops,187070703,Mora,Other permanent crops,0,0,0,0
187070704_Pavia_Citrus plantations,187070704,Pavia,Citrus plantations,15,2,4,0
187070704_Pavia_Olive plantations,187070704,Pavia,Olive plantations,1381,824,882,1817
187070704_Pavia_Fresh fruit plantations (excluding citrus plantations),187070704,Pavia,Fresh fruit plantations (excluding citrus plantations),9,18,0,2
187070704_Pavia_Fruit plantations (subtropical climate zones),187070704,Pavia,Fruit plantations (subtropical climate zones),0,0,0,0
187070704_Pavia_Nuts plantations,187070704,Pavia,Nuts plantations,1,0,78,312
187070704_Pavia_Vineyards,187070704,Pavia,Vineyards,2,9,26,22
187070704_Pavia_Other permanent crops,187070704,Pavia,Other permanent crops,7,0,0,0
187070801_Granja_Citrus plantations,187070801,Granja,Citrus plantations,0,0,1,0
187070801_Granja_Olive plantations,187070801,Granja,Olive plantations,230,336,310,372
187070801_Granja_Fresh fruit plantations (excluding citrus plantations),187070801,Granja,Fresh fruit plantations (excluding citrus plantations),11,7,0,1
187070801_Granja_Fruit plantations (subtropical climate zones),187070801,Granja,Fruit plantations (subtropical climate zones),0,0,0,0
187070801_Granja_Nuts plantations,187070801,Granja,Nuts plantations,0,0,0,100
187070801_Granja_Vineyards,187070801,Granja,Vineyards,142,58,81,66
187070801_Granja_Other permanent crops,187070801,Granja,Other permanent crops,0,0,0,0
187070802_Luz_Citrus plantations,187070802,Luz,Citrus plantations,0,1,0,0
187070802_Luz_Olive plantations,187070802,Luz,Olive plantations,462,288,305,377
187070802_Luz_Fresh fruit plantations (excluding citrus plantations),187070802,Luz,Fresh fruit plantations (excluding citrus plantations),11,2,0,6
187070802_Luz_Fruit plantations (subtropical climate zones),187070802,Luz,Fruit plantations (subtropical climate zones),0,0,0,0
187070802_Luz_Nuts plantations,187070802,Luz,Nuts plantations,0,0,0,128
187070802_Luz_Vineyards,187070802,Luz,Vineyards,15,19,89,98
187070802_Luz_Other permanent crops,187070802,Luz,Other permanent crops,0,0,0,0
187070803_Mourão_Citrus plantations,187070803,Mourão,Citrus plantations,6,6,0,1
187070803_Mourão_Olive plantations,187070803,Mourão,Olive plantations,2070,1146,805,1230
187070803_Mourão_Fresh fruit plantations (excluding citrus plantations),187070803,Mourão,Fresh fruit plantations (excluding citrus plantations),48,15,2,2
187070803_Mourão_Fruit plantations (subtropical climate zones),187070803,Mourão,Fruit plantations (subtropical climate zones),0,0,0,0
187070803_Mourão_Nuts plantations,187070803,Mourão,Nuts plantations,4,2,0,17
187070803_Mourão_Vineyards,187070803,Mourão,Vineyards,127,105,104,201
187070803_Mourão_Other permanent crops,187070803,Mourão,Other permanent crops,0,0,0,0
187070903_Monte do Trigo_Citrus plantations,187070903,Monte do Trigo,Citrus plantations,7,1,0,0
187070903_Monte do Trigo_Olive plantations,187070903,Monte do Trigo,Olive plantations,1084,839,835,1319
187070903_Monte do Trigo_Fresh fruit plantations (excluding citrus plantations),187070903,Monte do Trigo,Fresh fruit plantations (excluding citrus plantations),1,0,0,28
187070903_Monte do Trigo_Fruit plantations (subtropical climate zones),187070903,Monte do Trigo,Fruit plantations (subtropical climate zones),0,0,0,0
187070903_Monte do Trigo_Nuts plantations,187070903,Monte do Trigo,Nuts plantations,0,0,4,38
187070903_Monte do Trigo_Vineyards,187070903,Monte do Trigo,Vineyards,99,66,5,34
187070903_Monte do Trigo_Other permanent crops,187070903,Monte do Trigo,Other permanent crops,0,0,0,0
187070905_Portel_Citrus plantations,187070905,Portel,Citrus plantations,16,18,3,1
187070905_Portel_Olive plantations,187070905,Portel,Olive plantations,1794,1244,1300,1203
187070905_Portel_Fresh fruit plantations (excluding citrus plantations),187070905,Portel,Fresh fruit plantations (excluding citrus plantations),4,9,1,0
187070905_Portel_Fruit plantations (subtropical climate zones),187070905,Portel,Fruit plantations (subtropical climate zones),0,0,0,0
187070905_Portel_Nuts plantations,187070905,Portel,Nuts plantations,0,1,1,88
187070905_Portel_Vineyards,187070905,Portel,Vineyards,57,36,33,117
187070905_Portel_Other permanent crops,187070905,Portel,Other permanent crops,0,1,0,0
187070906_Santana_Citrus plantations,187070906,Santana,Citrus plantations,3,5,0,1
187070906_Santana_Olive plantations,187070906,Santana,Olive plantations,426,341,284,218
187070906_Santana_Fresh fruit plantations (excluding citrus plantations),187070906,Santana,Fresh fruit plantations (excluding citrus plantations),0,4,0,0
187070906_Santana_Fruit plantations (subtropical climate zones),187070906,Santana,Fruit plantations (subtropical climate zones),0,0,0,0
187070906_Santana_Nuts plantations,187070906,Santana,Nuts plantations,0,0,120,125
187070906_Santana_Vineyards,187070906,Santana,Vineyards,0,1,64,91
187070906_Santana_Other permanent crops,187070906,Santana,Other permanent crops,0,0,0,0
187070908_Vera Cruz_Citrus plantations,187070908,Vera Cruz,Citrus plantations,3,7,3,4
187070908_Vera Cruz_Olive plantations,187070908,Vera Cruz,Olive plantations,505,327,392,345
187070908_Vera Cruz_Fresh fruit plantations (excluding citrus plantations),187070908,Vera Cruz,Fresh fruit plantations (excluding citrus plantations),0,2,1,0
187070908_Vera Cruz_Fruit plantations (subtropical climate zones),187070908,Vera Cruz,Fruit plantations (subtropical climate zones),0,0,0,0
187070908_Vera Cruz_Nuts plantations,187070908,Vera Cruz,Nuts plantations,0,1,10,0
187070908_Vera Cruz_Vineyards,187070908,Vera Cruz,Vineyards,0,1,1,0
187070908_Vera Cruz_Other permanent crops,187070908,Vera Cruz,Other permanent crops,0,0,0,0
187070909_União das freguesias de Amieira e Alqueva_Citrus plantations,187070909,União das freguesias de Amieira e Alqueva,Citrus plantations,2,2,1,5
187070909_União das freguesias de Amieira e Alqueva_Olive plantations,187070909,União das freguesias de Amieira e Alqueva,Olive plantations,1377,1106,864,635
187070909_União das freguesias de Amieira e Alqueva_Fresh fruit plantations (excluding citrus plantations),187070909,União das freguesias de Amieira e Alqueva,Fresh fruit plantations (excluding citrus plantations),0,1,0,3
187070909_União das freguesias de Amieira e Alqueva_Fruit plantations (subtropical climate zones),187070909,União das freguesias de Amieira e Alqueva,Fruit plantations (subtropical climate zones),0,0,0,0
187070909_União das freguesias de Amieira e Alqueva_Nuts plantations,187070909,União das freguesias de Amieira e Alqueva,Nuts plantations,0,0,11,105
187070909_União das freguesias de Amieira e Alqueva_Vineyards,187070909,União das freguesias de Amieira e Alqueva,Vineyards,0,0,33,3
187070909_União das freguesias de Amieira e Alqueva_Other permanent crops,187070909,União das freguesias de Amieira e Alqueva,Other permanent crops,0,0,0,0
187070910_União das freguesias de São Bartolomeu do Outeiro e Oriola_Citrus plantations,187070910,União das freguesias de São Bartolomeu do Outeiro e Oriola,Citrus plantations,4,4,1,2
187070910_União das freguesias de São Bartolomeu do Outeiro e Oriola_Olive plantations,187070910,União das freguesias de São Bartolomeu do Outeiro e Oriola,Olive plantations,438,239,528,420
187070910_União das freguesias de São Bartolomeu do Outeiro e Oriola_Fresh fruit plantations (excluding citrus plantations),187070910,União das freguesias de São Bartolomeu do Outeiro e Oriola,Fresh fruit plantations (excluding citrus plantations),1,1,10,1
187070910_União das freguesias de São Bartolomeu do Outeiro e Oriola_Fruit plantations (subtropical climate zones),187070910,União das freguesias de São Bartolomeu do Outeiro e Oriola,Fruit plantations (subtropical climate zones),0,0,0,0
187070910_União das freguesias de São Bartolomeu do Outeiro e Oriola_Nuts plantations,187070910,União das freguesias de São Bartolomeu do Outeiro e Oriola,Nuts plantations,0,0,10,312
187070910_União das freguesias de São Bartolomeu do Outeiro e Oriola_Vineyards,187070910,União das freguesias de São Bartolomeu do Outeiro e Oriola,Vineyards,0,0,1,31
187070910_União das freguesias de São Bartolomeu do Outeiro e Oriola_Other permanent crops,187070910,União das freguesias de São Bartolomeu do Outeiro e Oriola,Other permanent crops,0,0,0,0
187071001_Montoito_Citrus plantations,187071001,Montoito,Citrus plantations,2,2,0,2
187071001_Montoito_Olive plantations,187071001,Montoito,Olive plantations,592,511,1182,1483
187071001_Montoito_Fresh fruit plantations (excluding citrus plantations),187071001,Montoito,Fresh fruit plantations (excluding citrus plantations),1,0,0,1
187071001_Montoito_Fruit plantations (subtropical climate zones),187071001,Montoito,Fruit plantations (subtropical climate zones),0,0,0,0
187071001_Montoito_Nuts plantations,187071001,Montoito,Nuts plantations,0,0,0,336
187071001_Montoito_Vineyards,187071001,Montoito,Vineyards,420,559,641,1020
187071001_Montoito_Other permanent crops,187071001,Montoito,Other permanent crops,0,0,0,2
187071002_Redondo_Citrus plantations,187071002,Redondo,Citrus plantations,38,22,12,6
187071002_Redondo_Olive plantations,187071002,Redondo,Olive plantations,1962,2103,1419,1589
187071002_Redondo_Fresh fruit plantations (excluding citrus plantations),187071002,Redondo,Fresh fruit plantations (excluding citrus plantations),32,5,2,5
187071002_Redondo_Fruit plantations (subtropical climate zones),187071002,Redondo,Fruit plantations (subtropical climate zones),0,0,0,0
187071002_Redondo_Nuts plantations,187071002,Redondo,Nuts plantations,26,5,94,111
187071002_Redondo_Vineyards,187071002,Redondo,Vineyards,948,1285,1513,1674
187071002_Redondo_Other permanent crops,187071002,Redondo,Other permanent crops,0,0,0,0
187071102_Corval_Citrus plantations,187071102,Corval,Citrus plantations,74,41,35,9
187071102_Corval_Olive plantations,187071102,Corval,Olive plantations,1180,755,832,1144
187071102_Corval_Fresh fruit plantations (excluding citrus plantations),187071102,Corval,Fresh fruit plantations (excluding citrus plantations),2,8,2,6
187071102_Corval_Fruit plantations (subtropical climate zones),187071102,Corval,Fruit plantations (subtropical climate zones),0,1,0,0
187071102_Corval_Nuts plantations,187071102,Corval,Nuts plantations,4,6,0,151
187071102_Corval_Vineyards,187071102,Corval,Vineyards,208,348,470,552
187071102_Corval_Other permanent crops,187071102,Corval,Other permanent crops,0,0,0,0
187071103_Monsaraz_Citrus plantations,187071103,Monsaraz,Citrus plantations,7,6,5,6
187071103_Monsaraz_Olive plantations,187071103,Monsaraz,Olive plantations,617,572,599,353
187071103_Monsaraz_Fresh fruit plantations (excluding citrus plantations),187071103,Monsaraz,Fresh fruit plantations (excluding citrus plantations),3,4,1,1
187071103_Monsaraz_Fruit plantations (subtropical climate zones),187071103,Monsaraz,Fruit plantations (subtropical climate zones),0,0,0,0
187071103_Monsaraz_Nuts plantations,187071103,Monsaraz,Nuts plantations,5,2,5,95
187071103_Monsaraz_Vineyards,187071103,Monsaraz,Vineyards,108,72,135,144
187071103_Monsaraz_Other permanent crops,187071103,Monsaraz,Other permanent crops,0,0,0,0
187071104_Reguengos de Monsaraz_Citrus plantations,187071104,Reguengos de Monsaraz,Citrus plantations,44,27,8,16
187071104_Reguengos de Monsaraz_Olive plantations,187071104,Reguengos de Monsaraz,Olive plantations,1283,688,693,561
187071104_Reguengos de Monsaraz_Fresh fruit plantations (excluding citrus plantations),187071104,Reguengos de Monsaraz,Fresh fruit plantations (excluding citrus plantations),5,36,26,22
187071104_Reguengos de Monsaraz_Fruit plantations (subtropical climate zones),187071104,Reguengos de Monsaraz,Fruit plantations (subtropical climate zones),0,0,0,0
187071104_Reguengos de Monsaraz_Nuts plantations,187071104,Reguengos de Monsaraz,Nuts plantations,2,6,0,73
187071104_Reguengos de Monsaraz_Vineyards,187071104,Reguengos de Monsaraz,Vineyards,1738,2275,2328,2875
187071104_Reguengos de Monsaraz_Other permanent crops,187071104,Reguengos de Monsaraz,Other permanent crops,1,0,0,4
187071106_União das freguesias de Campo e Campinho_Citrus plantations,187071106,União das freguesias de Campo e Campinho,Citrus plantations,3,4,0,1
187071106_União das freguesias de Campo e Campinho_Olive plantations,187071106,União das freguesias de Campo e Campinho,Olive plantations,546,652,403,344
187071106_União das freguesias de Campo e Campinho_Fresh fruit plantations (excluding citrus plantations),187071106,União das freguesias de Campo e Campinho,Fresh fruit plantations (excluding citrus plantations),0,0,0,1
187071106_União das freguesias de Campo e Campinho_Fruit plantations (subtropical climate zones),187071106,União das freguesias de Campo e Campinho,Fruit plantations (subtropical climate zones),0,0,0,0
187071106_União das freguesias de Campo e Campinho_Nuts plantations,187071106,União das freguesias de Campo e Campinho,Nuts plantations,0,0,0,181
187071106_União das freguesias de Campo e Campinho_Vineyards,187071106,União das freguesias de Campo e Campinho,Vineyards,166,301,350,276
187071106_União das freguesias de Campo e Campinho_Other permanent crops,187071106,União das freguesias de Campo e Campinho,Other permanent crops,0,0,0,0
187071201_Vendas Novas_Citrus plantations,187071201,Vendas Novas,Citrus plantations,231,76,36,21
187071201_Vendas Novas_Olive plantations,187071201,Vendas Novas,Olive plantations,181,93,34,76
187071201_Vendas Novas_Fresh fruit plantations (excluding citrus plantations),187071201,Vendas Novas,Fresh fruit plantations (excluding citrus plantations),123,25,11,3
187071201_Vendas Novas_Fruit plantations (subtropical climate zones),187071201,Vendas Novas,Fruit plantations (subtropical climate zones),0,0,0,0
187071201_Vendas Novas_Nuts plantations,187071201,Vendas Novas,Nuts plantations,0,0,316,463
187071201_Vendas Novas_Vineyards,187071201,Vendas Novas,Vineyards,170,363,427,528
187071201_Vendas Novas_Other permanent crops,187071201,Vendas Novas,Other permanent crops,0,0,0,3
187071202_Landeira_Citrus plantations,187071202,Landeira,Citrus plantations,2,1,1,3
187071202_Landeira_Olive plantations,187071202,Landeira,Olive plantations,3,63,81,0
187071202_Landeira_Fresh fruit plantations (excluding citrus plantations),187071202,Landeira,Fresh fruit plantations (excluding citrus plantations),15,2,1,0
187071202_Landeira_Fruit plantations (subtropical climate zones),187071202,Landeira,Fruit plantations (subtropical climate zones),0,0,0,0
187071202_Landeira_Nuts plantations,187071202,Landeira,Nuts plantations,0,0,500,2617
187071202_Landeira_Vineyards,187071202,Landeira,Vineyards,29,6,3,14
187071202_Landeira_Other permanent crops,187071202,Landeira,Other permanent crops,0,0,0,0
187071301_Alcáçovas_Citrus plantations,187071301,Alcáçovas,Citrus plantations,38,9,2,1
187071301_Alcáçovas_Olive plantations,187071301,Alcáçovas,Olive plantations,745,365,241,166
187071301_Alcáçovas_Fresh fruit plantations (excluding citrus plantations),187071301,Alcáçovas,Fresh fruit plantations (excluding citrus plantations),4,2,0,0
187071301_Alcáçovas_Fruit plantations (subtropical climate zones),187071301,Alcáçovas,Fruit plantations (subtropical climate zones),0,0,0,11
187071301_Alcáçovas_Nuts plantations,187071301,Alcáçovas,Nuts plantations,0,0,0,164
187071301_Alcáçovas_Vineyards,187071301,Alcáçovas,Vineyards,45,0,1,4
187071301_Alcáçovas_Other permanent crops,187071301,Alcáçovas,Other permanent crops,0,0,0,0
187071302_Viana do Alentejo_Citrus plantations,187071302,Viana do Alentejo,Citrus plantations,93,54,23,21
187071302_Viana do Alentejo_Olive plantations,187071302,Viana do Alentejo,Olive plantations,847,652,956,906
187071302_Viana do Alentejo_Fresh fruit plantations (excluding citrus plantations),187071302,Viana do Alentejo,Fresh fruit plantations (excluding citrus plantations),4,17,2,1
187071302_Viana do Alentejo_Fruit plantations (subtropical climate zones),187071302,Viana do Alentejo,Fruit plantations (subtropical climate zones),0,0,0,0
